,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600755.SH,20221101,6.23,6.38,6.22,6.38,6.23,0.14999999999999947,2.4077,128366.55,81081.912,0.6323,0.9624,0.89,4.116,4.9058,0.6935,0.0302,0.0275,6.3949,7.837,220098.2757,203005.8373,133376.8691,1404226.999,1295177.242
1,1,600755.SH,20221031,6.36,6.39,6.2,6.23,6.37,-0.13999999999999968,-2.1978,205553.78,128841.311,1.0126,1.5412,1.64,4.0192,4.7905,0.6772,0.0295,0.0268,6.5488,8.0257,220098.2757,203005.8373,133376.8691,1371212.2576,1264726.3664
2,2,600755.SH,20221028,6.59,6.59,6.34,6.37,6.67,-0.2999999999999998,-4.4978,191779.02,124100.256,0.9447,1.4379,1.78,4.1096,4.8981,0.6924,0.0302,0.0274,6.4049,7.8493,220098.2757,203005.8373,133376.8691,1402026.0162,1293147.1836
3,3,600755.SH,20221027,6.63,6.69,6.61,6.67,6.61,0.05999999999999961,0.9077,122998.95,81856.222,0.6059,0.9222,1.09,4.3031,5.1613,0.7489,0.0316,0.0304,6.1168,7.4963,220098.2757,203005.8373,133376.8691,1468055.4989,1354048.9348
4,4,600755.SH,20221026,6.51,6.64,6.51,6.61,6.51,0.10000000000000053,1.5361,105872.12,69857.09,0.5215,0.7938,0.88,4.2644,5.1149,0.7422,0.0313,0.0301,6.1723,7.5643,220098.2757,203005.8373,133376.8691,1454849.6024,1341868.5846
5,5,600755.SH,20221025,6.47,6.54,6.41,6.51,6.48,0.02999999999999936,0.463,90942.77,58798.795,0.448,0.6818,0.79,4.1999,5.0375,0.7309,0.0308,0.0296,6.2671,7.6805,220098.2757,203005.8373,133376.8691,1432839.7748,1321568.0008
6,6,600755.SH,20221024,6.6,6.68,6.45,6.48,6.61,-0.1299999999999999,-1.9667,116772.4,76459.723,0.5752,0.8755,1.03,4.1805,5.0143,0.7276,0.0307,0.0295,6.2962,7.716,220098.2757,203005.8373,133376.8691,1426236.8265,1315477.8257
7,7,600755.SH,20221021,6.59,6.66,6.57,6.61,6.55,0.0600000000000005,0.916,103448.25,68488.11,0.5096,0.7756,0.9,4.2644,5.1149,0.7422,0.0313,0.0301,6.1723,7.5643,220098.2757,203005.8373,133376.8691,1454849.6024,1341868.5846
8,8,600755.SH,20221020,6.63,6.67,6.53,6.55,6.67,-0.1200000000000001,-1.7991,147363.52,97177.817,0.7259,1.1049,1.41,4.2257,5.0685,0.7354,0.031,0.0298,6.2289,7.6336,220098.2757,203005.8373,133376.8691,1441643.7058,1329688.2343
9,9,600755.SH,20221019,6.61,6.7,6.58,6.67,6.6,0.07000000000000028,1.0606,142578.0,94925.291,0.7023,1.069,1.48,4.3031,5.1613,0.7489,0.0316,0.0304,6.1168,7.4963,220098.2757,203005.8373,133376.8691,1468055.4989,1354048.9348
