,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,601156.SH,20221101,15.27,15.8,15.17,15.8,15.3,0.5,3.268,93583.25,144746.515,1.1673,2.2977,1.5,6.9159,6.0508,1.9557,1.1285,1.0114,0.0,4.3671,158755.5556,80171.5556,40728.2737,2508337.7785,1266710.5785
1,1,601156.SH,20221031,15.7,15.72,15.15,15.3,15.83,-0.5299999999999994,-3.3481,83643.11,128701.904,1.0433,2.497,1.45,6.697,5.8593,1.8938,1.0928,0.9794,0.0,4.5098,158755.5556,80171.5556,33497.1537,2428960.0007,1226624.8007
2,2,601156.SH,20221028,16.46,16.46,15.73,15.83,16.45,-0.6199999999999992,-3.769,61129.27,97937.216,0.7625,1.8249,1.2,6.929,5.9426,2.0933,1.1307,1.0601,0.0,4.3588,158755.5556,80171.5556,33497.1537,2513100.4451,1269115.7251
3,3,601156.SH,20221027,16.3,16.55,16.23,16.45,16.29,0.16000000000000014,0.9822,65132.0,107106.139,0.8124,1.9444,1.41,7.2004,6.1753,2.1753,1.1749,1.1016,0.0,4.1945,158755.5556,80171.5556,33497.1537,2611528.8896,1318822.0896
4,4,601156.SH,20221026,15.91,16.38,15.91,16.29,15.89,0.3999999999999986,2.5173,56885.0,92040.252,0.7095,1.6982,1.25,7.1304,6.1153,2.1541,1.1635,1.0909,0.0,4.2357,158755.5556,80171.5556,33497.1537,2586128.0007,1305994.6407
5,5,601156.SH,20221025,15.99,16.15,15.71,15.89,16.04,-0.14999999999999858,-0.9352,45518.98,72285.653,0.5678,1.3589,0.91,6.9553,5.9651,2.1012,1.1349,1.0641,0.0,4.3424,158755.5556,80171.5556,33497.1537,2522625.7785,1273926.0185
6,6,601156.SH,20221024,16.52,16.73,15.99,16.04,16.51,-0.4700000000000024,-2.8468,59716.37,97437.661,0.7449,1.7827,1.24,7.0209,6.0214,2.1211,1.1457,1.0741,0.0,4.3017,158755.5556,80171.5556,33497.1537,2546439.1118,1285951.7518
7,7,601156.SH,20221021,16.47,16.65,16.46,16.51,16.51,0.0,0.0,27800.01,45987.837,0.3468,0.8299,0.53,7.2267,6.1979,2.1832,1.1792,1.1056,0.0,4.1793,158755.5556,80171.5556,33497.1537,2621054.223,1323632.383
8,8,601156.SH,20221020,16.46,16.75,16.45,16.51,16.55,-0.03999999999999915,-0.2417,41549.24,68854.135,0.5183,1.2404,0.8,7.2267,6.1979,2.1832,1.1792,1.1056,0.0,4.1793,158755.5556,80171.5556,33497.1537,2621054.223,1323632.383
9,9,601156.SH,20221019,16.6,16.8,16.46,16.55,16.7,-0.14999999999999858,-0.8982,53405.25,88806.825,0.6661,1.5943,1.07,7.2442,6.2129,2.1885,1.1821,1.1083,0.0,4.1692,158755.5556,80171.5556,33497.1537,2627404.4452,1326839.2452
10,10,601156.SH,20221018,16.58,16.91,16.41,16.7,16.47,0.23000000000000043,1.3965,67844.0,113324.395,0.8462,2.0254,1.59,7.3098,6.2692,2.2083,1.1928,1.1183,0.0,4.1317,158755.5556,80171.5556,33497.1537,2651217.7785,1338864.9785
11,11,601156.SH,20221017,16.2,16.64,16.18,16.47,16.28,0.18999999999999773,1.1671,50430.21,82960.846,0.629,1.5055,1.16,7.2092,6.1828,2.1779,1.1764,1.1029,0.0,4.1894,158755.5556,80171.5556,33497.1537,2614704.0007,1320425.5207
12,12,601156.SH,20221014,16.1,16.41,16.1,16.28,16.02,0.26000000000000156,1.623,50365.13,82134.03,0.6282,1.5036,1.12,7.126,6.1115,2.1528,1.1628,1.0902,0.0,4.2383,158755.5556,80171.5556,33497.1537,2584540.4452,1305192.9252
13,13,601156.SH,20221013,15.98,16.16,15.88,16.02,16.01,0.00999999999999801,0.0625,37507.96,60119.685,0.4678,1.1197,0.81,7.0122,6.0139,2.1184,1.1442,1.0728,0.0,4.3071,158755.5556,80171.5556,33497.1537,2543264.0007,1284348.3207
14,14,601156.SH,20221012,15.74,16.02,15.52,16.01,15.69,0.32000000000000206,2.0395,43210.52,68135.077,0.539,1.29,0.9,7.0078,6.0102,2.1171,1.1435,1.0721,0.0,4.3098,158755.5556,80171.5556,33497.1537,2541676.4452,1283546.6052
15,15,601156.SH,20221011,15.71,15.8,15.53,15.69,15.72,-0.030000000000001137,-0.1908,31197.12,48839.247,0.3891,0.9313,0.6,6.8677,5.89,2.0748,1.1207,1.0507,0.0,4.3977,158755.5556,80171.5556,33497.1537,2490874.6674,1257891.7074
16,16,601156.SH,20221010,15.88,16.0,15.61,15.72,15.88,-0.16000000000000014,-1.0076,54464.35,85820.694,0.6793,1.6259,1.04,6.8809,5.9013,2.0787,1.1228,1.0527,0.0,4.3893,158755.5556,80171.5556,33497.1537,2495637.334,1260296.854
17,17,601156.SH,20220930,16.17,16.21,15.88,15.88,16.23,-0.34999999999999964,-2.1565,59149.06,94599.809,0.7378,1.7658,1.16,6.9509,5.9614,2.0999,1.1342,1.0634,0.0,4.3451,158755.5556,80171.5556,33497.1537,2521038.2229,1273124.3029
18,18,601156.SH,20220929,16.37,16.43,16.08,16.23,16.24,-0.00999999999999801,-0.0616,42800.19,69498.354,0.5339,1.2777,0.83,7.1041,6.0928,2.1462,1.1592,1.0869,0.0,4.2514,158755.5556,80171.5556,33497.1537,2576602.6674,1301184.3474
19,19,601156.SH,20220928,16.37,16.85,16.2,16.24,16.49,-0.25,-1.5161,51203.52,84353.767,0.6387,1.5286,0.96,7.1085,6.0965,2.1475,1.1599,1.0875,0.0,4.2488,158755.5556,80171.5556,33497.1537,2578190.2229,1301986.0629
