,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600422.SH,20221101,15.6,15.94,15.3,15.83,15.69,0.14000000000000057,0.8923,171931.16,268815.617,2.2713,3.7209,0.59,23.6438,26.8836,2.4148,1.4543,1.4258,1.4529,1.7056,75825.5769,75697.5757,46206.4311,1200318.8823,1198292.6233
1,1,600422.SH,20221031,15.03,15.83,14.94,15.69,15.39,0.29999999999999893,1.9493,228218.13,352308.383,3.0149,4.9391,0.73,23.4347,26.6459,2.3934,1.4414,1.4132,1.4659,1.7208,75825.5769,75697.5757,46206.4311,1189703.3016,1187694.9627
2,2,600422.SH,20221028,15.8,15.93,15.07,15.39,15.63,-0.2400000000000002,-1.5355,357533.28,556125.478,4.7232,7.7377,1.21,22.9866,26.1364,2.3477,1.4139,1.3862,1.4945,1.7544,75825.5769,75697.5757,46206.4311,1166955.6285,1164985.69
3,3,600422.SH,20221027,14.83,15.96,14.4,15.63,14.66,0.9700000000000006,6.6166,341541.09,521519.089,4.5119,7.3916,1.31,23.3451,26.544,2.3843,1.4359,1.4078,1.4715,1.7274,75825.5769,75697.5757,46206.4311,1185153.7669,1183153.1082
4,4,600422.SH,20221026,14.3,15.16,14.22,14.66,14.21,0.4499999999999993,3.1668,228412.1,337096.837,3.0174,4.9433,0.89,21.8963,24.8966,2.2363,1.3468,1.3204,1.5689,1.8417,75825.5769,75697.5757,46206.4311,1111602.9574,1109726.4598
5,5,600422.SH,20221025,14.0,14.92,13.89,14.21,13.72,0.4900000000000002,3.5714,312478.32,447149.459,4.128,6.7627,1.37,21.2242,24.1324,2.1677,1.3055,1.2799,1.6186,1.9001,75825.5769,75697.5757,46206.4311,1077481.4477,1075662.5507
6,6,600422.SH,20221024,13.47,14.12,13.42,13.72,13.49,0.23000000000000043,1.705,326574.29,450019.425,4.3142,7.0677,1.73,20.4923,26.5254,2.1618,1.2605,1.2403,1.6764,1.9679,75825.5769,75697.5757,46206.4311,1040326.9151,1038570.7386
7,7,600422.SH,20221021,12.89,13.7,12.76,13.49,12.73,0.7599999999999998,5.9701,272958.4,362369.939,3.6059,5.9074,1.65,20.1488,26.0807,2.1255,1.2393,1.2195,1.705,2.0015,75825.5769,75697.5757,46206.4311,1022887.0324,1021160.2962
8,8,600422.SH,20221020,12.7,12.95,12.46,12.73,12.7,0.030000000000001137,0.2362,167732.06,214933.104,2.2158,3.6301,1.1,19.0136,24.6114,2.0058,1.1695,1.1508,1.8068,2.121,75825.5769,75697.5757,46206.4311,965259.5939,963630.1387
9,9,600422.SH,20221019,12.74,13.24,12.5,12.7,12.76,-0.0600000000000005,-0.4702,208266.81,267093.331,2.7513,4.5073,1.74,18.9688,24.5534,2.001,1.1668,1.1481,1.811,2.126,75825.5769,75697.5757,46206.4311,962984.8266,961359.2114
10,10,600422.SH,20221018,12.37,12.88,12.28,12.76,12.37,0.39000000000000057,3.1528,165695.9,210400.651,2.1889,3.586,1.69,19.0584,24.6694,2.0105,1.1723,1.1535,1.8025,2.116,75825.5769,75697.5757,46206.4311,967534.3612,965901.0659
11,11,600422.SH,20221017,12.24,12.52,12.19,12.37,12.26,0.10999999999999943,0.8972,131546.2,163017.185,1.7378,2.8469,1.56,18.4759,23.9154,1.9491,1.1364,1.1182,1.8593,2.1827,75825.5769,75697.5757,46206.4311,937962.3863,936379.0114
12,12,600422.SH,20221014,11.72,12.38,11.72,12.26,11.74,0.5199999999999996,4.4293,152789.73,186330.184,2.0184,3.3067,2.28,18.3116,23.7027,1.9317,1.1263,1.1083,1.876,2.2023,75825.5769,75697.5757,46206.4311,929621.5728,928052.2781
13,13,600422.SH,20221013,11.3,11.9,11.26,11.74,11.33,0.41000000000000014,3.6187,103074.93,120328.736,1.3617,2.2307,1.87,17.5349,22.6974,1.8498,1.0786,1.0613,1.9591,2.2998,75825.5769,75697.5757,46206.4311,890192.2728,888689.5387
14,14,600422.SH,20221012,11.2,11.34,11.01,11.33,11.21,0.11999999999999922,1.0705,46010.0,51315.884,0.6078,0.9957,0.84,16.9226,21.9047,1.7852,1.0409,1.0242,2.03,2.3831,75825.5769,75697.5757,46206.4311,859103.7863,857653.5327
15,15,600422.SH,20221011,11.45,11.46,10.97,11.21,11.46,-0.25,-2.1815,57777.88,64561.115,0.7633,1.2504,1.15,16.7433,21.6727,1.7663,1.0299,1.0134,2.0517,2.4086,75825.5769,75697.5757,46206.4311,850004.717,848569.8236
16,16,600422.SH,20221010,11.37,11.52,11.3,11.46,11.37,0.09000000000000163,0.7916,61066.68,69934.412,0.8067,1.3216,1.32,17.1167,22.156,1.8057,1.0528,1.036,2.007,2.356,75825.5769,75697.5757,46206.4311,868961.1113,867494.2175
17,17,600422.SH,20220930,11.21,11.58,11.16,11.37,11.21,0.15999999999999837,1.4273,67628.79,77228.463,0.8934,1.4636,1.53,16.9823,21.982,1.7915,1.0446,1.0278,2.0229,2.3747,75825.5769,75697.5757,46206.4311,862136.8094,860681.4357
18,18,600422.SH,20220929,11.28,11.5,11.15,11.21,11.21,0.0,0.0,43413.86,49179.609,0.5735,0.9396,1.01,16.7433,21.6727,1.7663,1.0299,1.0134,2.0517,2.4086,75825.5769,75697.5757,46206.4311,850004.717,848569.8236
19,19,600422.SH,20220928,11.31,11.53,11.18,11.21,11.32,-0.10999999999999943,-0.9717,43192.89,49050.579,0.5706,0.9348,1.04,16.7433,21.6727,1.7663,1.0299,1.0134,2.0517,2.4086,75825.5769,75697.5757,46206.4311,850004.717,848569.8236
20,20,600422.SH,20220927,11.0,11.33,11.0,11.32,11.03,0.2900000000000009,2.6292,35912.0,40265.507,0.4744,0.7772,0.86,16.9076,21.8854,1.7836,1.04,1.0233,2.0318,2.3852,75825.5769,75697.5757,46206.4311,858345.5305,856896.5569
21,21,600422.SH,20220926,11.37,11.39,10.99,11.03,11.42,-0.39000000000000057,-3.4151,41236.25,46245.492,0.5447,0.8924,1.01,16.4745,21.3247,1.7379,1.0133,0.9971,2.0852,2.4479,75825.5769,75697.5757,46206.4311,836356.1132,834944.26
22,22,600422.SH,20220923,11.24,11.55,11.08,11.42,11.19,0.23000000000000043,2.0554,57717.3,65273.133,0.7625,1.2491,1.49,17.057,22.0787,1.7994,1.0492,1.0323,2.014,2.3643,75825.5769,75697.5757,46206.4311,865928.0882,864466.3145
23,23,600422.SH,20220922,11.33,11.45,11.13,11.19,11.44,-0.25,-2.1853,36192.93,40809.231,0.4781,0.7833,0.79,16.7135,21.634,1.7631,1.028,1.0116,2.0554,2.4129,75825.5769,75697.5757,46206.4311,848488.2055,847055.8721
24,24,600422.SH,20220921,11.32,11.47,11.24,11.44,11.35,0.08999999999999986,0.793,36843.51,41918.404,0.4867,0.7974,0.79,17.0869,22.1174,1.8025,1.051,1.0342,2.0105,2.3601,75825.5769,75697.5757,46206.4311,867444.5997,865980.266
25,25,600422.SH,20220920,11.22,11.41,11.18,11.35,11.18,0.16999999999999993,1.5206,37193.48,42142.492,0.4913,0.8049,0.76,16.9524,21.9434,1.7883,1.0427,1.026,2.0264,2.3789,75825.5769,75697.5757,46206.4311,860620.2978,859167.4842
