,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600171.SH,20221101,18.19,18.5,17.99,18.49,18.18,0.3099999999999987,1.7052,147897.16,270935.988,2.1064,2.8228,1.03,18.056,22.181,3.1403,6.5049,6.7966,0.7037,1.0817,71217.8433,70214.0035,52394.0035,1316817.9226,1298256.9247
1,1,600171.SH,20221031,17.47,18.28,17.4,18.18,17.64,0.5399999999999991,3.0612,132299.38,238386.309,1.8842,2.5251,0.93,17.7532,21.8092,3.0877,6.3959,6.6827,0.7157,1.1001,71217.8433,70214.0035,52394.0035,1294740.3912,1276490.5836
2,2,600171.SH,20221028,18.11,18.58,17.57,17.64,18.31,-0.6699999999999982,-3.6592,147287.57,266985.893,2.0977,2.8112,1.0,17.2259,21.1614,2.996,6.2059,6.4842,0.7376,1.1338,71217.8433,70214.0035,52394.0035,1256282.7558,1238575.0217
3,3,600171.SH,20221027,18.14,18.68,18.03,18.31,18.1,0.2099999999999973,1.1602,172325.42,315808.123,2.4543,3.289,1.05,17.8802,21.9651,3.1098,6.4416,6.7305,0.7106,1.0923,71217.8433,70214.0035,52394.0035,1303998.7108,1285618.4041
4,4,600171.SH,20221026,17.5,18.19,17.2,18.1,17.78,0.3200000000000003,1.7998,156251.71,279458.181,2.2254,2.9822,1.04,17.6751,21.7132,3.0741,6.3677,6.6533,0.7189,1.105,71217.8433,70214.0035,52394.0035,1289042.9637,1270873.4634
5,5,600171.SH,20221025,17.92,18.2,17.61,17.78,18.02,-0.23999999999999844,-1.3319,110476.15,197222.71,1.5734,2.1086,0.75,17.3626,19.8627,3.0759,6.2552,6.5276,0.7318,1.1249,71217.8433,70214.0035,52394.0035,1266253.2539,1248404.9822
6,6,600171.SH,20221024,18.17,18.59,17.81,18.02,18.16,-0.14000000000000057,-0.7709,128486.06,234337.121,1.8299,2.4523,0.89,17.597,20.1308,3.1174,6.3396,6.6157,0.7221,1.1099,71217.8433,70214.0035,52394.0035,1283345.5363,1265256.3431
7,7,600171.SH,20221021,18.55,18.6,18.01,18.16,18.69,-0.5300000000000011,-2.8357,168886.24,308053.312,2.4053,3.2234,1.28,17.7337,20.2872,3.1416,6.3888,6.6671,0.7165,1.1013,71217.8433,70214.0035,52394.0035,1293316.0343,1275086.3036
8,8,600171.SH,20221020,17.71,18.86,17.68,18.69,17.9,0.7900000000000027,4.4134,255870.22,472792.259,3.6441,4.8836,2.51,18.2513,20.8793,3.2333,6.5753,6.8617,0.6962,1.0701,71217.8433,70214.0035,52394.0035,1331061.4913,1312299.7254
9,9,600171.SH,20221019,18.01,18.25,17.9,17.9,18.04,-0.14000000000000057,-0.7761,84373.07,152183.735,1.2017,1.6104,0.76,17.4798,19.9968,3.0966,6.2974,6.5717,0.7269,1.1173,71217.8433,70214.0035,52394.0035,1274799.3951,1256830.6627
10,10,600171.SH,20221018,18.3,18.3,17.86,18.04,18.18,-0.14000000000000057,-0.7701,98629.71,178033.571,1.4047,1.8825,0.95,17.6165,20.1532,3.1208,6.3466,6.6231,0.7213,1.1086,71217.8433,70214.0035,52394.0035,1284769.8931,1266660.6231
11,11,600171.SH,20221017,17.59,18.32,17.56,18.18,17.88,0.3000000000000007,1.6779,112664.9,203514.398,1.6046,2.1503,1.12,17.7532,20.3096,3.1451,6.3959,6.6745,0.7157,1.1001,71217.8433,70214.0035,52394.0035,1294740.3912,1276490.5836
12,12,600171.SH,20221014,17.59,17.91,17.41,17.88,17.38,0.5,2.8769,109264.59,193612.211,1.5562,2.0854,1.18,17.4603,19.9744,3.0932,6.2903,6.5643,0.7277,1.1186,71217.8433,70214.0035,52394.0035,1273375.0382,1255426.3826
13,13,600171.SH,20221013,17.2,17.6,17.06,17.38,17.32,0.05999999999999872,0.3464,105481.27,184154.073,1.5023,2.0132,1.23,16.972,19.4159,3.0067,6.1144,6.3808,0.7487,1.1507,71217.8433,70214.0035,52394.0035,1237766.1166,1220319.3808
14,14,600171.SH,20221012,16.6,17.34,16.48,17.32,16.5,0.8200000000000003,4.9697,128415.59,217497.541,1.8289,2.451,1.65,16.9134,19.3488,2.9963,6.0933,6.3587,0.7512,1.1547,71217.8433,70214.0035,52394.0035,1233493.046,1216106.5406
15,15,600171.SH,20221011,16.36,16.65,16.22,16.5,16.36,0.14000000000000057,0.8557,64605.61,106315.996,0.9201,1.2331,0.73,16.1127,18.4328,2.8544,5.8048,6.0577,0.7886,1.2121,71217.8433,70214.0035,52394.0035,1175094.4145,1158531.0578
16,16,600171.SH,20221010,17.1,17.1,16.28,16.36,17.08,-0.7199999999999989,-4.2155,95190.02,157115.902,1.3557,1.8168,1.15,15.976,18.2764,2.8302,5.7556,6.0063,0.7953,1.2225,71217.8433,70214.0035,52394.0035,1165123.9164,1148701.0973
17,17,600171.SH,20220930,17.5,17.71,17.06,17.08,17.57,-0.490000000000002,-2.7888,70036.16,121780.005,0.9975,1.3367,0.76,16.6791,19.0807,2.9548,6.0089,6.2706,0.7618,1.171,71217.8433,70214.0035,52394.0035,1216400.7636,1199255.1798
18,18,600171.SH,20220929,17.88,17.92,17.36,17.57,17.49,0.08000000000000185,0.4574,69779.17,123098.28,0.9938,1.3318,0.74,17.1576,19.6281,3.0395,6.1813,6.4505,0.7406,1.1383,71217.8433,70214.0035,52394.0035,1251297.5068,1233660.0415
19,19,600171.SH,20220928,18.15,18.16,17.47,17.49,18.27,-0.7800000000000011,-4.2693,89743.68,160100.53,1.2781,1.7129,0.95,17.0794,19.5387,3.0257,6.1531,6.4212,0.7439,1.1435,71217.8433,70214.0035,52394.0035,1245600.0793,1228042.9212
20,20,600171.SH,20220927,17.76,18.35,17.72,18.27,17.67,0.5999999999999979,3.3956,115427.75,208019.506,1.6439,2.2031,1.31,17.8411,20.4101,3.1606,6.4275,6.7075,0.7122,1.0947,71217.8433,70214.0035,52394.0035,1301149.9971,1282809.8439
21,21,600171.SH,20220926,17.7,17.9,17.54,17.67,17.78,-0.10999999999999943,-0.6187,69131.62,122484.476,0.9846,1.3195,0.73,17.2552,19.7398,3.0568,6.2165,6.4872,0.7364,1.1319,71217.8433,70214.0035,52394.0035,1258419.2911,1240681.4418
22,22,600171.SH,20220923,18.35,18.4,17.51,17.78,18.35,-0.5700000000000003,-3.1063,115420.46,206318.044,1.6438,2.2029,1.25,17.3626,19.8627,3.0759,6.2552,6.5276,0.7318,1.1249,71217.8433,70214.0035,52394.0035,1266253.2539,1248404.9822
23,23,600171.SH,20220922,18.1,18.58,18.05,18.35,18.29,0.060000000000002274,0.328,80984.38,148985.747,1.1534,1.5457,0.8,17.9192,20.4995,3.1745,6.4557,6.7369,0.7091,1.0899,71217.8433,70214.0035,52394.0035,1306847.4246,1288426.9642
24,24,600171.SH,20220921,18.2,18.45,17.78,18.29,18.36,-0.07000000000000028,-0.3813,92347.14,167098.15,1.3152,1.7626,0.89,17.8607,20.4325,3.1641,6.4346,6.7149,0.7114,1.0935,71217.8433,70214.0035,52394.0035,1302574.354,1284214.124
25,25,600171.SH,20220920,18.35,18.47,18.13,18.36,18.21,0.14999999999999858,0.8237,82147.83,150447.117,1.17,1.5679,0.79,17.929,20.5107,3.1762,6.4592,6.7406,0.7087,1.0893,71217.8433,70214.0035,52394.0035,1307559.603,1289129.1043
26,26,600171.SH,20220919,18.5,18.88,18.05,18.21,18.61,-0.3999999999999986,-2.1494,100694.63,185557.139,1.4341,1.9219,1.0,17.7825,20.3431,3.1503,6.4064,6.6855,0.7145,1.0983,71217.8433,70214.0035,52394.0035,1296876.9265,1278597.0037
27,27,600171.SH,20220916,19.3,19.38,18.6,18.61,19.22,-0.6099999999999994,-3.1738,106230.86,202636.183,1.513,2.0275,1.03,18.1731,20.7899,3.2195,6.5472,6.8323,0.6992,1.0747,71217.8433,70214.0035,52394.0035,1325364.0638,1306682.6051
28,28,600171.SH,20220915,19.96,20.01,19.13,19.22,19.89,-0.6700000000000017,-3.3685,124193.81,241488.757,1.7688,2.3704,0.95,18.7688,21.4714,3.325,6.7618,7.0563,0.677,1.0406,71217.8433,70214.0035,52394.0035,1368806.9482,1349513.1473
29,29,600171.SH,20220914,19.9,20.08,19.7,19.89,20.32,-0.4299999999999997,-2.1161,107127.27,212797.135,1.5257,2.0446,0.8,19.4231,22.2199,3.4409,6.9975,7.3023,0.6542,1.0055,71217.8433,70214.0035,52394.0035,1416522.9032,1396556.5296
30,30,600171.SH,20220913,20.51,20.81,20.3,20.32,20.36,-0.03999999999999915,-0.1965,81664.23,167337.258,1.1631,1.5587,0.6,19.843,22.7002,3.5153,7.1488,7.4601,0.6403,0.9843,71217.8433,70214.0035,52394.0035,1447146.5759,1426748.5511
31,31,600171.SH,20220909,20.3,20.42,20.03,20.36,20.23,0.129999999999999,0.6426,85202.31,172551.562,1.2135,1.6262,0.6,19.8821,22.7449,3.5222,7.1628,7.4748,0.6391,0.9823,71217.8433,70214.0035,52394.0035,1449995.2896,1429557.1113
32,32,600171.SH,20220908,20.5,20.63,20.21,20.23,20.7,-0.46999999999999886,-2.2705,119865.79,243771.552,1.7071,2.2878,0.87,19.7551,22.5997,3.4997,7.1171,7.4271,0.6432,0.9886,71217.8433,70214.0035,52394.0035,1440736.97,1420429.2908
33,33,600171.SH,20220907,19.9,20.87,19.8,20.7,19.87,0.8299999999999983,4.1772,261466.49,536665.888,3.7239,4.9904,2.41,20.2141,23.1248,3.581,7.2824,7.5996,0.6286,0.9662,71217.8433,70214.0035,52394.0035,1474209.3563,1453429.8725
34,34,600171.SH,20220906,19.39,19.87,19.27,19.87,19.32,0.5500000000000007,2.8468,118743.35,231915.257,1.6912,2.2664,1.14,19.4036,22.1975,3.4374,6.9904,7.2949,0.6548,1.0065,71217.8433,70214.0035,52394.0035,1415098.5464,1395152.2495
35,35,600171.SH,20220905,19.46,19.7,19.11,19.32,19.57,-0.25,-1.2775,98107.96,190095.426,1.3973,1.8725,0.92,18.8665,21.5831,3.3423,6.7969,7.093,0.6735,1.0352,71217.8433,70214.0035,52394.0035,1375928.7326,1356534.5476
36,36,600171.SH,20220902,19.48,19.69,19.35,19.57,19.34,0.23000000000000043,1.1892,106043.48,207320.76,1.5103,2.024,0.95,19.1106,21.8624,3.3855,6.8849,7.1848,0.6649,1.022,71217.8433,70214.0035,52394.0035,1393733.1934,1374088.0485
37,37,600171.SH,20220901,19.76,19.99,19.3,19.34,19.67,-0.33000000000000185,-1.6777,104986.43,206497.719,1.4952,2.0038,0.79,18.886,21.6054,3.3457,6.804,7.1003,0.6728,1.0341,71217.8433,70214.0035,52394.0035,1377353.0894,1357938.8277
38,38,600171.SH,20220831,20.0,20.22,19.5,19.67,20.1,-0.4299999999999997,-2.1393,114813.75,226819.352,1.6352,2.1914,0.67,19.2083,21.9741,3.4028,6.9201,7.2215,0.6615,1.0168,71217.8433,70214.0035,52394.0035,1400854.9777,1381109.4488
39,39,600171.SH,20220830,20.0,20.28,19.88,20.1,20.0,0.10000000000000142,0.5,96080.51,192770.582,1.3684,1.8338,0.52,19.6282,22.4545,3.4772,7.0714,7.3794,0.6473,0.995,71217.8433,70214.0035,52394.0035,1431478.6503,1411301.4704
40,40,600171.SH,20220829,19.6,20.38,19.5,20.0,20.12,-0.120000000000001,-0.5964,109674.73,219256.466,1.562,2.0933,0.56,19.5305,22.3428,3.4599,7.0362,7.3427,0.6506,1.0,71217.8433,70214.0035,52394.0035,1424356.866,1404280.07
41,41,600171.SH,20220826,20.47,20.57,20.03,20.12,20.36,-0.23999999999999844,-1.1788,134707.12,273839.012,1.9185,2.571,0.57,19.6477,22.4768,3.4807,7.0784,7.3867,0.6467,0.994,71217.8433,70214.0035,52394.0035,1432903.0072,1412705.7504
42,42,600171.SH,20220825,21.0,21.12,20.04,20.36,20.9,-0.5399999999999991,-2.5837,208950.8,426486.201,2.9759,3.9881,0.8,19.8821,22.7449,3.5222,7.1628,7.4748,0.6391,0.9823,71217.8433,70214.0035,52394.0035,1449995.2896,1429557.1113
43,43,600171.SH,20220824,22.3,22.4,20.81,20.9,22.23,-1.3300000000000018,-5.9829,307693.12,658190.923,4.3822,5.8727,1.24,20.4094,23.3482,3.6156,7.3528,7.6731,0.6226,0.9569,71217.8433,70214.0035,52394.0035,1488452.925,1467472.6732
44,44,600171.SH,20220823,21.98,22.55,21.87,22.23,22.23,0.0,0.0,165182.5,368567.542,2.3526,3.1527,0.62,21.7082,24.834,3.8457,7.8207,8.1614,0.5853,0.8997,71217.8433,70214.0035,52394.0035,1583172.6566,1560857.2978
45,45,600171.SH,20220822,22.27,22.51,21.69,22.23,22.34,-0.10999999999999943,-0.4924,166637.69,370104.434,2.3733,3.1805,0.61,21.7082,21.565,4.1632,7.8207,7.7549,0.5853,0.8997,71217.8433,70214.0035,52394.0035,1583172.6566,1560857.2978
46,46,600171.SH,20220819,23.52,23.85,22.33,22.34,23.49,-1.1499999999999986,-4.8957,323677.18,746999.573,4.6099,6.1778,1.21,21.8156,21.6717,4.1838,7.8594,7.7932,0.5824,0.8953,71217.8433,70214.0035,52394.0035,1591006.6193,1568580.8382
