,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600502.SH,20221101,4.6,4.76,4.6,4.75,4.61,0.13999999999999968,3.0369,329206.66,154472.816,1.9179,2.8261,1.01,7.4408,7.0469,0.9589,0.1143,0.1079,4.2219,5.2773,171653.3938,171653.3938,116489.5154,815353.6206,815353.6206
1,1,600502.SH,20221031,4.64,4.7,4.58,4.61,4.67,-0.05999999999999961,-1.2848,290958.85,134817.761,1.695,2.4977,0.79,7.2215,6.8392,0.9306,0.1109,0.1048,4.3501,5.4376,171653.3938,171653.3938,116489.5154,791322.1454,791322.1454
2,2,600502.SH,20221028,4.89,4.89,4.66,4.67,4.93,-0.2599999999999998,-5.2738,410329.85,195336.329,2.3905,3.5225,1.01,7.3155,6.9282,0.9427,0.1124,0.1061,4.2942,5.3677,171653.3938,171653.3938,116489.5154,801621.349,801621.349
3,3,600502.SH,20221027,5.0,5.0,4.92,4.93,4.97,-0.040000000000000036,-0.8048,261039.01,129377.735,1.5207,2.2409,0.61,7.7227,7.314,0.9952,0.1186,0.112,4.0677,5.0847,171653.3938,171653.3938,116489.5154,846251.2314,846251.2314
4,4,600502.SH,20221026,4.98,5.05,4.94,4.97,4.98,-0.010000000000000675,-0.2008,348273.81,173783.492,2.0289,2.9897,0.8,7.7854,7.3733,1.0033,0.1196,0.1129,4.035,5.0437,171653.3938,171653.3938,116489.5154,853117.3672,853117.3672
5,5,600502.SH,20221025,4.93,5.0,4.86,4.98,4.92,0.0600000000000005,1.2195,314650.04,155371.551,1.8331,2.7119,0.73,7.8011,7.4991,1.0203,0.1198,0.1165,4.0269,5.0336,171653.3938,171653.3938,116026.882,854833.9011,854833.9011
6,6,600502.SH,20221024,5.16,5.17,4.91,4.92,5.13,-0.20999999999999996,-4.0936,511078.66,257111.499,2.9774,4.4048,1.27,7.7071,7.4088,1.008,0.1184,0.1151,4.076,5.095,171653.3938,171653.3938,116026.882,844534.6975,844534.6975
7,7,600502.SH,20221021,5.12,5.27,5.1,5.13,5.06,0.07000000000000028,1.3834,604300.62,313867.022,3.5205,5.2083,1.7,8.036,7.725,1.051,0.1234,0.12,3.9091,4.8864,171653.3938,171653.3938,116026.882,880581.9102,880581.9102
8,8,600502.SH,20221020,5.06,5.16,4.98,5.06,5.09,-0.03000000000000025,-0.5894,359781.94,182296.876,2.096,3.1008,1.03,7.9264,7.6196,1.0367,0.1218,0.1184,3.9632,4.954,171653.3938,171653.3938,116026.882,868566.1726,868566.1726
9,9,600502.SH,20221019,5.11,5.18,5.09,5.09,5.11,-0.020000000000000462,-0.3914,394940.3,202824.008,2.3008,3.4039,1.17,7.9734,7.6647,1.0428,0.1225,0.1191,3.9399,4.9248,171653.3938,171653.3938,116026.882,873715.7744,873715.7744
10,10,600502.SH,20221018,5.18,5.19,5.09,5.11,5.15,-0.040000000000000036,-0.7767,286402.74,147015.26,1.6685,2.4684,0.87,8.0047,7.6949,1.0469,0.123,0.1195,3.9244,4.9056,171653.3938,171653.3938,116026.882,877148.8423,877148.8423
11,11,600502.SH,20221017,5.06,5.17,5.02,5.15,5.11,0.040000000000000036,0.7828,373724.83,190887.831,2.1772,3.221,1.19,8.0674,7.7551,1.0551,0.1239,0.1205,3.894,4.8675,171653.3938,171653.3938,116026.882,884014.9781,884014.9781
12,12,600502.SH,20221014,5.09,5.16,5.08,5.11,5.05,0.0600000000000005,1.1881,360737.93,184746.076,2.1015,3.1091,1.2,8.0047,7.6949,1.0469,0.123,0.1195,3.9244,4.9056,171653.3938,171653.3938,116026.882,877148.8423,877148.8423
13,13,600502.SH,20221013,5.06,5.1,5.01,5.05,5.1,-0.04999999999999982,-0.9804,331020.82,167185.301,1.9284,2.853,1.05,7.9107,7.6045,1.0346,0.1215,0.1181,3.9711,4.9638,171653.3938,171653.3938,116026.882,866849.6387,866849.6387
14,14,600502.SH,20221012,5.01,5.1,4.93,5.1,4.99,0.10999999999999943,2.2044,329337.12,165693.898,1.9186,2.8385,1.03,7.989,7.6798,1.0449,0.1227,0.1193,3.9321,4.9152,171653.3938,171653.3938,116026.882,875432.3084,875432.3084
15,15,600502.SH,20221011,4.96,5.03,4.85,4.99,4.96,0.03000000000000025,0.6048,251266.33,123991.99,1.4638,2.1656,0.74,7.8167,7.5142,1.0223,0.1201,0.1167,4.0188,5.0235,171653.3938,171653.3938,116026.882,856550.4351,856550.4351
16,16,600502.SH,20221010,4.99,5.09,4.93,4.96,4.97,-0.009999999999999787,-0.2012,303177.37,152260.781,1.7662,2.613,0.87,7.7697,7.469,1.0162,0.1193,0.116,4.0431,5.0539,171653.3938,171653.3938,116026.882,851400.8332,851400.8332
17,17,600502.SH,20220930,4.96,5.06,4.93,4.97,4.99,-0.020000000000000462,-0.4008,288666.03,144381.362,1.6817,2.4879,0.8,7.7854,7.484,1.0182,0.1196,0.1163,4.035,5.0437,171653.3938,171653.3938,116026.882,853117.3672,853117.3672
18,18,600502.SH,20220929,5.05,5.17,4.96,4.99,4.99,0.0,0.0,407265.33,205551.31,2.3726,3.5101,1.19,7.8167,7.5142,1.0223,0.1201,0.1167,4.0188,5.0235,171653.3938,171653.3938,116026.882,856550.4351,856550.4351
19,19,600502.SH,20220928,5.14,5.17,4.99,4.99,5.17,-0.17999999999999972,-3.4816,344542.53,174561.546,2.0072,2.9695,0.98,7.8167,7.5142,1.0223,0.1201,0.1167,4.0188,5.0235,171653.3938,171653.3938,116026.882,856550.4351,856550.4351
20,20,600502.SH,20220927,5.13,5.24,5.08,5.17,5.06,0.11000000000000032,2.1739,356770.83,183589.986,2.0784,3.0749,1.02,8.0987,7.7852,1.0592,0.1244,0.1209,3.8789,4.8486,171653.3938,171653.3938,116026.882,887448.0459,887448.0459
21,21,600502.SH,20220926,5.14,5.23,5.05,5.06,5.24,-0.1800000000000006,-3.4351,349317.28,178872.873,2.035,3.0107,0.91,7.9264,7.6196,1.0367,0.1218,0.1184,3.9632,4.954,171653.3938,171653.3938,116026.882,868566.1726,868566.1726
22,22,600502.SH,20220923,5.25,5.36,5.21,5.24,5.26,-0.019999999999999574,-0.3802,356849.39,188861.61,2.0789,3.0756,0.83,8.2084,7.8906,1.0736,0.1261,0.1226,3.8271,4.7839,171653.3938,171653.3938,116026.882,899463.7835,899463.7835
23,23,600502.SH,20220922,5.3,5.42,5.26,5.26,5.34,-0.08000000000000007,-1.4981,302709.56,160790.232,1.7635,2.609,0.57,8.2397,7.9207,1.0777,0.1266,0.1231,3.8125,4.7657,171653.3938,171653.3938,116026.882,902896.8514,902896.8514
24,24,600502.SH,20220921,5.21,5.37,5.13,5.34,5.24,0.09999999999999964,1.9084,383936.85,202805.792,2.2307,3.2959,0.67,8.3875,8.0629,1.097,0.1288,0.1253,3.7453,4.6816,172116.0272,172116.0272,116489.5154,919099.5852,919099.5852
25,25,600502.SH,20220920,5.31,5.37,5.22,5.24,5.22,0.020000000000000462,0.3831,362207.6,191197.113,2.1044,3.1094,0.55,8.2305,7.9119,1.0765,0.1264,0.1229,3.8168,4.771,172116.0272,172116.0272,116489.5154,901887.9825,901887.9825
26,26,600502.SH,20220919,5.32,5.35,5.19,5.22,5.45,-0.23000000000000043,-4.2202,523410.27,275535.855,3.041,4.4932,0.63,8.1991,7.8817,1.0723,0.1259,0.1224,3.8314,4.7893,172116.0272,172116.0272,116489.5154,898445.662,898445.662
