,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,601882.SH,20221101,27.9,30.29,27.3,29.28,28.3,0.9800000000000004,3.4629,221993.67,641712.318,4.2528,17.6269,1.01,41.1894,30.6922,8.2426,5.5976,4.9492,0.8128,1.2158,52200.0,52200.0,12594.0,1528416.0,1528416.0
1,1,601882.SH,20221031,26.89,28.57,26.35,28.3,27.6,0.6999999999999993,2.5362,206364.33,570643.371,3.9533,16.3859,1.01,39.8107,29.665,7.9667,5.4102,4.7835,0.841,1.258,52200.0,52200.0,12594.0,1477260.0,1477260.0
2,2,601882.SH,20221028,28.6,29.95,27.27,27.6,29.58,-1.9799999999999969,-6.6937,203456.75,577262.341,3.8976,16.1551,1.12,38.826,28.9312,7.7697,5.2764,4.6652,0.8623,1.2899,52200.0,52200.0,12594.0,1440720.0,1440720.0
3,3,601882.SH,20221027,30.37,32.59,29.3,29.58,31.46,-1.8800000000000026,-5.9758,216611.22,664244.869,4.1496,17.1996,1.37,41.6114,31.0067,8.3271,5.6549,4.9999,0.8046,1.2035,52200.0,52200.0,12594.0,1544076.0,1544076.0
4,4,601882.SH,20221026,27.69,31.46,26.5,31.46,28.6,2.8599999999999994,10.0,238475.27,679425.201,4.5685,18.9356,1.68,44.256,32.9774,8.8563,6.0144,5.3176,0.7565,1.1316,52200.0,52200.0,12594.0,1642212.0,1642212.0
5,5,601882.SH,20221025,26.46,28.92,25.66,28.6,26.29,2.3100000000000023,8.7866,233947.21,653335.952,4.4817,18.5761,1.86,40.2328,29.9794,8.0512,5.4676,4.8342,0.8322,1.2448,52200.0,52200.0,12594.0,1492920.0,1492920.0
6,6,601882.SH,20221024,24.2,26.29,23.74,26.29,23.9,2.3900000000000006,10.0,126381.46,324360.921,2.4211,10.0351,1.11,36.9832,27.558,7.4009,5.026,4.4438,0.9053,1.3541,52200.0,52200.0,12594.0,1372338.0,1372338.0
7,7,601882.SH,20221021,23.15,24.2,22.8,23.9,23.25,0.6499999999999986,2.7957,93872.04,222156.336,1.7983,7.4537,0.92,33.6211,25.0527,6.7281,4.5691,4.0398,0.9958,1.4895,52200.0,52200.0,12594.0,1247580.0,1247580.0
8,8,601882.SH,20221020,23.2,23.48,22.38,23.25,23.73,-0.4800000000000004,-2.0228,97202.0,223961.834,1.8621,7.7181,1.09,32.7067,24.3714,6.5451,4.4448,3.9299,1.0237,1.5312,52200.0,52200.0,12594.0,1213650.0,1213650.0
9,9,601882.SH,20221019,21.93,23.9,21.73,23.73,21.95,1.7800000000000011,8.1093,159090.23,370546.588,3.0477,12.6322,2.47,33.3819,24.8745,6.6802,4.5366,4.011,1.0029,1.5002,52200.0,52200.0,12594.0,1238706.0,1238706.0
10,10,601882.SH,20221018,22.49,22.96,21.79,21.95,21.46,0.48999999999999844,2.2833,151173.57,337290.674,2.896,12.0036,3.72,30.8779,23.0087,6.1791,4.1963,3.7102,1.0843,1.6219,52200.0,52200.0,12594.0,1145790.0,1145790.0
11,11,601882.SH,20221017,19.58,21.46,19.54,21.46,19.51,1.9499999999999993,9.9949,69100.56,143747.391,1.3238,5.4868,2.12,30.1886,23.9399,6.5208,4.1026,3.7623,1.109,1.6589,52200.0,52200.0,12594.0,1120212.0,1120212.0
12,12,601882.SH,20221014,19.07,19.66,18.88,19.51,18.91,0.6000000000000014,3.1729,32541.0,62864.99,0.6234,2.5838,0.99,27.4455,21.7646,5.9283,3.7298,3.4204,1.2199,1.8247,52200.0,52200.0,12594.0,1018422.0,1018422.0
