,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600764.SH,20221101,22.3,22.95,22.18,22.82,22.17,0.6499999999999986,2.9319,41180.56,93176.766,0.8302,2.1644,1.18,19.1032,25.6842,2.1841,3.3271,3.6402,1.3848,1.5732,71062.9386,49606.1663,19026.6341,1621656.2589,1132012.715
1,1,600764.SH,20221031,21.62,22.46,21.2,22.17,21.58,0.5900000000000034,2.734,31437.44,69372.486,0.6337,1.6523,0.8,18.559,24.9527,2.1219,3.2323,3.5366,1.4253,1.6193,71062.9386,49606.1663,19026.6341,1575465.3488,1099768.7069
2,2,600764.SH,20221028,22.03,22.49,21.51,21.58,22.55,-0.9700000000000024,-4.3016,41217.0,90341.847,0.8309,2.1663,1.09,18.0651,24.2886,2.0654,3.1463,3.4424,1.4643,1.6636,71062.9386,49606.1663,19026.6341,1533538.215,1070501.0688
3,3,600764.SH,20221027,22.68,22.86,22.4,22.55,22.7,-0.14999999999999858,-0.6608,22644.0,51303.545,0.4565,1.1901,0.59,18.8771,22.4168,2.1843,3.2877,3.6716,1.4013,1.592,71062.9386,49606.1663,19026.6341,1602469.2654,1118619.0501
4,4,600764.SH,20221026,22.02,22.99,21.8,22.7,22.02,0.6799999999999997,3.0881,44030.51,99077.223,0.8876,2.3142,1.31,19.0027,22.566,2.1989,3.3096,3.6961,1.3921,1.5815,71062.9386,49606.1663,19026.6341,1613128.7062,1126059.975
5,5,600764.SH,20221025,22.35,22.66,21.89,22.02,22.35,-0.33000000000000185,-1.4765,35846.0,79544.589,0.7226,1.884,1.13,18.4335,21.89,2.133,3.2105,3.5853,1.4351,1.6303,71062.9386,49606.1663,19026.6341,1564805.908,1092327.7819
6,6,600764.SH,20221024,22.05,22.8,22.02,22.35,22.01,0.33999999999999986,1.5448,51707.8,116114.299,1.0424,2.7177,1.86,18.7097,22.218,2.165,3.2586,3.6391,1.4139,1.6063,71062.9386,49606.1663,19026.6341,1588256.6777,1108697.8168
7,7,600764.SH,20221021,21.55,22.28,21.53,22.01,21.63,0.38000000000000256,1.7568,34475.56,75647.61,0.695,1.812,1.3,18.4251,21.88,2.132,3.209,3.5837,1.4357,1.6311,71062.9386,49606.1663,19026.6341,1564095.2786,1091831.7203
8,8,600764.SH,20221020,21.51,21.88,21.18,21.63,21.58,0.05000000000000071,0.2317,24279.77,52416.68,0.4895,1.2761,0.89,18.107,21.5023,2.0952,3.1536,3.5218,1.4609,1.6597,71062.9386,49606.1663,19026.6341,1537091.3619,1072981.3771
9,9,600764.SH,20221019,21.75,21.92,21.45,21.58,21.73,-0.15000000000000213,-0.6903,21772.96,47265.16,0.4389,1.1443,0.77,18.0651,21.4526,2.0904,3.1463,3.5137,1.4643,1.6636,71062.9386,49606.1663,19026.6341,1533538.215,1070501.0688
10,10,600764.SH,20221018,21.76,21.85,21.45,21.73,21.74,-0.00999999999999801,-0.046,25967.45,56215.031,0.5235,1.3648,0.91,18.1907,21.6017,2.1049,3.1682,3.5381,1.4542,1.6521,71062.9386,49606.1663,19026.6341,1544197.6558,1077941.9937
11,11,600764.SH,20221017,21.48,21.99,21.37,21.74,21.36,0.379999999999999,1.779,32622.47,71045.833,0.6576,1.7146,1.22,18.1991,21.6116,2.1059,3.1696,3.5398,1.4535,1.6513,71062.9386,49606.1663,19026.6341,1544908.2852,1078438.0554
12,12,600764.SH,20221014,21.13,21.46,21.04,21.36,20.97,0.39000000000000057,1.8598,27998.94,59685.395,0.5644,1.4716,1.13,17.881,21.2339,2.0691,3.1142,3.4779,1.4794,1.6807,71062.9386,49606.1663,19026.6341,1517904.3685,1059587.7122
13,13,600764.SH,20221013,20.9,21.29,20.8,20.97,21.02,-0.05000000000000071,-0.2379,27799.79,58569.068,0.5604,1.4611,1.21,17.5545,20.8462,2.0313,3.0574,3.4144,1.5069,1.712,71062.9386,49606.1663,19026.6341,1490189.8224,1040241.3073
14,14,600764.SH,20221012,20.55,21.04,20.04,21.02,20.55,0.46999999999999886,2.2871,26685.55,54699.98,0.5379,1.4025,1.14,17.5963,20.8959,2.0361,3.0647,3.4225,1.5033,1.7079,71062.9386,49606.1663,19026.6341,1493742.9694,1042721.6156
