,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600409.SH,20221101,5.69,5.83,5.68,5.82,5.69,0.1299999999999999,2.2847,168314.01,97278.217,0.8153,1.4965,1.02,7.19,10.9317,0.9066,0.5183,0.4999,4.2096,4.2096,206434.9448,206434.9448,112473.3154,1201451.3787,1201451.3787
1,1,600409.SH,20221031,5.89,5.9,5.68,5.69,5.96,-0.2699999999999996,-4.5302,269010.12,155019.546,1.3031,2.3918,1.88,7.0294,10.6875,0.8863,0.5067,0.4888,4.3058,4.3058,206434.9448,206434.9448,112473.3154,1174614.8359,1174614.8359
2,2,600409.SH,20221028,6.17,6.17,5.92,5.96,6.16,-0.20000000000000018,-3.2468,195719.08,117722.248,0.9481,1.7401,1.63,7.3629,9.9715,0.9438,0.5307,0.5075,4.1107,4.1107,206434.9448,206434.9448,112473.3154,1230352.271,1230352.271
3,3,600409.SH,20221027,6.12,6.2,6.11,6.16,6.12,0.040000000000000036,0.6536,113316.75,69876.103,0.5489,1.0075,0.93,7.61,10.3061,0.9755,0.5485,0.5246,3.9773,3.9773,206434.9448,206434.9448,112473.3154,1271639.26,1271639.26
4,4,600409.SH,20221026,6.05,6.15,6.04,6.12,6.07,0.04999999999999982,0.8237,117242.56,71737.238,0.5679,1.0424,0.97,7.5606,10.2392,0.9691,0.545,0.5212,4.0033,4.0033,206434.9448,206434.9448,112473.3154,1263381.8622,1263381.8622
5,5,600409.SH,20221025,6.03,6.11,5.96,6.07,6.07,0.0,0.0,130175.66,78519.191,0.6306,1.1574,1.09,7.4988,10.1556,0.9612,0.5405,0.5169,4.0362,4.0362,206434.9448,206434.9448,112473.3154,1253060.1149,1253060.1149
6,6,600409.SH,20221024,6.15,6.23,6.01,6.07,6.13,-0.05999999999999961,-0.9788,159889.75,97985.83,0.7745,1.4216,1.33,7.4988,10.1556,0.9612,0.5405,0.5169,4.0362,4.0362,206434.9448,206434.9448,112473.3154,1253060.1149,1253060.1149
7,7,600409.SH,20221021,6.16,6.21,6.11,6.13,6.15,-0.020000000000000462,-0.3252,80451.29,49556.455,0.3897,0.7153,0.58,7.573,10.256,0.9707,0.5459,0.522,3.9967,3.9967,206434.9448,206434.9448,112473.3154,1265446.2116,1265446.2116
8,8,600409.SH,20221020,6.16,6.21,6.08,6.15,6.17,-0.019999999999999574,-0.3241,118860.22,73089.763,0.5758,1.0568,0.85,7.5977,10.2894,0.9739,0.5476,0.5237,3.9837,3.9837,206434.9448,206434.9448,112473.3154,1269574.9105,1269574.9105
9,9,600409.SH,20221019,6.26,6.28,6.17,6.17,6.28,-0.11000000000000032,-1.7516,116667.39,72478.114,0.5652,1.0373,0.79,7.6224,10.3229,0.977,0.5494,0.5254,3.9708,3.9708,206434.9448,206434.9448,112473.3154,1273703.6094,1273703.6094
10,10,600409.SH,20221018,6.33,6.34,6.24,6.28,6.29,-0.009999999999999787,-0.159,119266.79,74976.721,0.5777,1.0604,0.79,7.7583,10.5069,0.9945,0.5592,0.5348,3.9013,3.9013,206434.9448,206434.9448,112473.3154,1296411.4533,1296411.4533
11,11,600409.SH,20221017,6.24,6.31,6.15,6.29,6.27,0.020000000000000462,0.319,165547.15,103316.219,0.8019,1.4719,1.1,7.7706,10.5236,0.9961,0.5601,0.5356,3.8951,3.8951,206434.9448,206434.9448,112473.3154,1298475.8028,1298475.8028
12,12,600409.SH,20221014,6.24,6.32,6.19,6.27,6.18,0.08999999999999986,1.4563,173320.25,108554.311,0.8396,1.541,1.14,7.7459,10.4902,0.9929,0.5583,0.5339,3.9075,3.9075,206434.9448,206434.9448,112473.3154,1294347.1039,1294347.1039
