,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600850.SH,20221101,21.0,21.33,20.53,20.84,21.15,-0.3099999999999987,-1.4657,169326.52,353122.115,3.0514,4.8554,1.72,44.1587,40.3916,3.6901,1.5931,1.5448,0.7474,1.1361,68507.4346,55490.7896,34873.9349,1427694.9371,1156428.0553
1,1,600850.SH,20221031,20.15,21.26,19.85,21.15,19.33,1.8200000000000003,9.4154,232249.13,488430.163,4.1854,6.6597,3.62,44.8156,40.9924,3.745,1.6168,1.5678,0.7365,1.1195,68507.4346,55490.7896,34873.9349,1448932.2418,1173630.2
2,2,600850.SH,20221028,19.65,20.15,19.11,19.33,19.81,-0.4800000000000004,-2.423,68105.05,133639.337,1.2273,1.9529,1.12,40.9591,41.6084,2.509,1.4777,1.4783,0.8058,1.2249,68507.4346,55490.7896,34873.9349,1324248.7108,1072636.963
3,3,600850.SH,20221027,19.49,20.1,19.3,19.81,19.42,0.389999999999997,2.0082,84745.94,168167.892,1.5272,2.4301,1.37,41.9762,42.6416,2.5713,1.5144,1.515,0.7863,1.1952,68507.4346,55490.7896,34873.9349,1357132.2794,1099272.542
4,4,600850.SH,20221026,18.84,19.79,18.84,19.42,18.78,0.6400000000000006,3.4079,68995.08,133780.877,1.2434,1.9784,1.23,41.1498,41.8021,2.5207,1.4845,1.4852,0.8021,1.2192,68507.4346,55490.7896,34873.9349,1330414.3799,1077631.134
5,5,600850.SH,20221025,18.87,19.09,18.5,18.78,18.92,-0.14000000000000057,-0.74,37146.46,69698.905,0.6694,1.0652,0.61,39.7937,40.4245,2.4376,1.4356,1.4362,0.8294,1.2607,68507.4346,55490.7896,34873.9349,1286569.6218,1042117.0287
6,6,600850.SH,20221024,19.06,19.45,18.79,18.92,19.0,-0.0799999999999983,-0.4211,61654.13,117745.105,1.1111,1.7679,0.98,40.0903,40.7259,2.4558,1.4463,1.447,0.8233,1.2514,68507.4346,55490.7896,34873.9349,1296160.6626,1049885.7392
7,7,600850.SH,20221021,19.3,19.3,18.75,19.0,19.31,-0.3099999999999987,-1.6054,50927.07,96767.027,0.9178,1.4603,0.7,40.2598,40.8981,2.4662,1.4524,1.4531,0.8198,1.2461,68507.4346,55490.7896,34873.9349,1301641.2574,1054325.0024
8,8,600850.SH,20221020,18.83,19.58,18.7,19.31,18.84,0.46999999999999886,2.4947,89933.24,173131.824,1.6207,2.5788,1.11,40.9167,41.5654,2.5064,1.4761,1.4768,0.8067,1.2261,68507.4346,55490.7896,34873.9349,1322878.5621,1071527.1472
9,9,600850.SH,20221019,19.03,19.06,18.65,18.84,18.98,-0.14000000000000057,-0.7376,41167.42,77618.765,0.7419,1.1805,0.52,39.9208,40.5537,2.4454,1.4402,1.4408,0.8268,1.2567,68507.4346,55490.7896,34873.9349,1290680.0679,1045446.4761
10,10,600850.SH,20221018,18.63,19.1,18.46,18.98,18.75,0.23000000000000043,1.2267,59478.34,112256.594,1.0719,1.7055,0.84,40.2175,40.855,2.4636,1.4509,1.4515,0.8207,1.2475,68507.4346,55490.7896,34873.9349,1300271.1087,1053215.1866
11,11,600850.SH,20221017,18.22,18.96,18.09,18.75,18.21,0.5399999999999991,2.9654,74307.8,138723.608,1.3391,2.1308,1.23,39.7301,40.3599,2.4337,1.4333,1.4339,0.8308,1.2628,68507.4346,55490.7896,34873.9349,1284514.3988,1040452.305
12,12,600850.SH,20221014,17.86,18.47,17.86,18.21,18.21,0.0,0.0,100512.58,183080.077,1.8113,2.8822,2.23,38.5859,39.1976,2.3636,1.392,1.3927,0.8554,1.3002,68507.4346,55490.7896,34873.9349,1247520.3841,1010487.2786
13,13,600850.SH,20221013,16.7,18.5,16.7,18.21,16.82,1.3900000000000006,8.264,130889.9,237342.157,2.3588,3.7532,5.69,38.5859,39.1976,2.3636,1.392,1.3927,0.8554,1.3002,68507.4346,55490.7896,34873.9349,1247520.3841,1010487.2786
