,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600486.SH,20221101,92.39,95.39,90.2,95.18,92.39,2.7900000000000063,3.0198,33161.1,309226.92,1.0701,1.8341,0.95,24.1371,15.9884,3.5127,2.4909,1.8785,0.6829,0.6829,30989.8907,30989.8907,18080.2082,2949617.7968,2949617.7968
1,1,600486.SH,20221031,93.76,94.5,91.95,92.39,94.41,-2.019999999999996,-2.1396,40145.36,373537.262,1.2954,2.2204,1.04,23.4296,15.5197,3.4097,2.4179,1.8234,0.7035,0.7035,30989.8907,30989.8907,18080.2082,2863156.0018,2863156.0018
2,2,600486.SH,20221028,96.53,97.15,94.1,94.41,96.53,-2.1200000000000045,-2.1962,19550.05,186554.969,0.6309,1.0813,0.36,23.9418,15.8591,3.4843,2.4708,1.8633,0.6885,0.6885,30989.8907,30989.8907,18080.2082,2925755.581,2925755.581
3,3,600486.SH,20221027,97.73,98.5,96.5,96.53,98.43,-1.9000000000000057,-1.9303,18262.52,177482.052,0.5893,1.0101,0.32,24.4795,16.2152,3.5625,2.5263,1.9051,0.6734,0.6734,30989.8907,30989.8907,18080.2082,2991454.1493,2991454.1493
4,4,600486.SH,20221026,96.99,99.99,95.28,98.43,97.0,1.4300000000000068,1.4742,34945.95,343058.135,1.1277,1.9328,0.65,24.9613,16.5343,3.6327,2.576,1.9426,0.6604,0.6604,30989.8907,30989.8907,18080.2082,3050334.9416,3050334.9416
5,5,600486.SH,20221025,91.2,97.5,89.57,97.0,93.2,3.799999999999997,4.0773,62316.27,589650.896,2.0109,3.4467,1.34,24.5986,16.2941,3.5799,2.5386,1.9144,0.6701,0.6701,30989.8907,30989.8907,18080.2082,3006019.3979,3006019.3979
6,6,600486.SH,20221024,91.0,94.37,90.1,93.2,92.06,1.1400000000000006,1.2383,57560.85,536222.902,1.8574,3.1836,1.39,23.635,14.849,3.493,2.4391,1.9616,0.6974,0.6974,30989.8907,30989.8907,18080.2082,2888257.8132,2888257.8132
7,7,600486.SH,20221021,99.0,99.0,91.36,92.06,101.51,-9.450000000000003,-9.3094,100650.92,926861.546,3.2479,5.5669,3.52,23.3459,14.6673,3.4503,2.4093,1.9376,0.7061,0.7061,30989.8907,30989.8907,18080.2082,2852929.3378,2852929.3378
8,8,600486.SH,20221020,101.91,102.8,98.35,101.51,101.91,-0.3999999999999915,-0.3925,26341.75,264787.473,0.85,1.4569,0.97,25.7424,16.1729,3.8045,2.6566,2.1365,0.6403,0.6403,30989.8907,30989.8907,18080.2082,3145783.805,3145783.805
9,9,600486.SH,20221019,103.08,104.29,101.89,101.91,103.83,-1.9200000000000017,-1.8492,20624.86,212549.008,0.6655,1.1407,0.78,25.8438,16.2367,3.8195,2.6671,2.1449,0.6378,0.6378,30989.8907,30989.8907,18080.2082,3158179.7612,3158179.7612
