,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600248.SH,20221101,4.1,4.24,4.07,4.23,4.1,0.13000000000000078,3.1707,181071.63,75226.528,1.2482,1.5287,1.15,4.4881,4.8658,0.856,0.0978,0.092,1.4905,2.6241,368888.2286,145066.3046,118445.6771,1560397.207,613630.4685
1,1,600248.SH,20221031,4.17,4.21,4.05,4.1,4.23,-0.13000000000000078,-3.0733,216633.8,89105.589,1.4933,1.829,1.5,4.3502,4.7162,0.8297,0.0948,0.0892,1.5378,2.7073,368888.2286,145066.3046,118445.6771,1512441.7373,594771.8489
2,2,600248.SH,20221028,4.32,4.34,4.19,4.23,4.35,-0.11999999999999922,-2.7586,165950.4,70967.916,1.144,1.4011,1.1,4.4881,4.3874,0.9239,0.0978,0.0921,1.4905,2.6241,368888.2286,145066.3046,118445.6771,1560397.207,613630.4685
3,3,600248.SH,20221027,4.35,4.39,4.33,4.35,4.34,0.009999999999999787,0.2304,115030.92,50115.776,0.793,0.9712,0.78,4.6155,4.5119,0.9501,0.1006,0.0948,1.4494,2.5517,368888.2286,145066.3046,118445.6771,1604663.7944,631038.425
4,4,600248.SH,20221026,4.29,4.39,4.28,4.34,4.28,0.05999999999999961,1.4019,155774.3,67623.567,1.0738,1.3152,1.12,4.6048,4.5015,0.9479,0.1004,0.0945,1.4527,2.5576,368888.2286,145066.3046,118445.6771,1600974.9121,629587.762
5,5,600248.SH,20221025,4.21,4.31,4.2,4.28,4.23,0.04999999999999982,1.182,135329.11,57652.262,0.9329,1.1425,0.97,4.5412,4.4393,0.9348,0.099,0.0932,1.4731,2.5935,368888.2286,145066.3046,118445.6771,1578841.6184,620883.7837
6,6,600248.SH,20221024,4.35,4.36,4.21,4.23,4.33,-0.09999999999999964,-2.3095,149335.0,64183.579,1.0294,1.2608,1.07,4.4881,4.3874,0.9239,0.0978,0.0921,1.4905,2.6241,368888.2286,145066.3046,118445.6771,1560397.207,613630.4685
7,7,600248.SH,20221021,4.25,4.37,4.25,4.33,4.24,0.08999999999999986,2.1226,200643.91,86755.496,1.3831,1.694,1.49,4.5942,4.4911,0.9457,0.1002,0.0943,1.4561,2.5635,368888.2286,145066.3046,118445.6771,1597286.0298,628137.0989
8,8,600248.SH,20221020,4.24,4.29,4.2,4.24,4.26,-0.019999999999999574,-0.4695,100750.18,42762.139,0.6945,0.8506,0.71,4.4987,4.3978,0.9261,0.0981,0.0924,1.487,2.6179,368888.2286,145066.3046,118445.6771,1564086.0893,615081.1315
9,9,600248.SH,20221019,4.29,4.32,4.26,4.26,4.3,-0.040000000000000036,-0.9302,111072.1,47588.634,0.7657,0.9377,0.74,4.52,4.4185,0.9304,0.0985,0.0928,1.48,2.6056,368888.2286,145066.3046,118445.6771,1571463.8538,617982.4576
