,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600846.SH,20221101,8.52,8.64,8.49,8.6,8.59,0.009999999999999787,0.1164,60598.12,51827.495,0.9699,1.5391,0.9,9.3087,14.8728,1.5817,0.8762,1.4296,3.7209,3.2558,62476.1516,62476.1516,39372.4688,537294.9038,537294.9038
1,1,600846.SH,20221031,8.23,8.87,8.16,8.59,8.24,0.34999999999999964,4.2476,140169.6,120469.828,2.2436,3.5601,2.37,9.2979,14.8555,1.5799,0.8751,1.4279,3.7253,3.2596,62476.1516,62476.1516,39372.4688,536670.1422,536670.1422
2,2,600846.SH,20221028,8.29,8.48,8.15,8.24,8.29,-0.049999999999998934,-0.6031,63296.4,52496.054,1.0131,1.6076,0.78,8.9191,15.8597,1.5643,0.8395,1.5153,3.8835,3.3981,62476.1516,62476.1516,39372.4688,514803.4892,514803.4892
3,3,600846.SH,20221027,8.33,8.33,8.19,8.29,8.29,0.0,0.0,29016.27,23998.639,0.4644,0.737,0.34,8.9732,15.9559,1.5738,0.8446,1.5245,3.8601,3.3776,62476.1516,62476.1516,39372.4688,517927.2968,517927.2968
4,4,600846.SH,20221026,8.26,8.37,8.16,8.29,8.28,0.009999999999999787,0.1208,47938.44,39604.842,0.7673,1.2176,0.59,8.9732,15.9559,1.5738,0.8446,1.5245,3.8601,3.3776,62476.1516,62476.1516,39372.4688,517927.2968,517927.2968
5,5,600846.SH,20221025,8.46,8.5,8.17,8.28,8.45,-0.16999999999999993,-2.0118,54765.16,45308.182,0.8766,1.391,0.72,8.9624,15.9367,1.5719,0.8436,1.5227,3.8647,3.3816,62476.1516,62476.1516,39372.4688,517302.5352,517302.5352
6,6,600846.SH,20221024,8.72,8.77,8.44,8.45,8.71,-0.26000000000000156,-2.9851,100165.26,85921.159,1.6033,2.544,1.52,9.1464,16.2639,1.6042,0.8609,1.5539,3.787,3.3136,62476.1516,62476.1516,39372.4688,527923.481,527923.481
7,7,600846.SH,20221021,8.38,8.81,8.32,8.71,8.44,0.27000000000000135,3.1991,174452.31,151011.359,2.7923,4.4308,4.24,9.4278,16.7643,1.6535,0.8874,1.6017,3.6739,3.2147,62476.1516,62476.1516,39372.4688,544167.2804,544167.2804
8,8,600846.SH,20221020,8.3,8.57,8.3,8.44,8.37,0.07000000000000028,0.8363,48379.34,40716.157,0.7744,1.2288,1.18,9.1356,16.2446,1.6023,0.8599,1.5521,3.7915,3.3175,62476.1516,62476.1516,39372.4688,527298.7195,527298.7195
9,9,600846.SH,20221019,8.34,8.44,8.31,8.37,8.38,-0.010000000000001563,-0.1193,25578.06,21396.042,0.4094,0.6496,0.49,9.0598,16.1099,1.589,0.8527,1.5392,3.8232,3.3453,62476.1516,62476.1516,39372.4688,522925.3889,522925.3889
10,10,600846.SH,20221018,8.43,8.49,8.36,8.38,8.43,-0.049999999999998934,-0.5931,31766.5,26744.13,0.5085,0.8068,0.57,9.0706,16.1292,1.5909,0.8538,1.5411,3.8186,3.3413,62476.1516,62476.1516,39372.4688,523550.1504,523550.1504
11,11,600846.SH,20221017,8.4,8.51,8.34,8.43,8.4,0.02999999999999936,0.3571,49862.01,41986.403,0.7981,1.2664,0.68,9.1247,16.2254,1.6004,0.8588,1.5503,3.796,3.3215,62476.1516,62476.1516,39372.4688,526673.958,526673.958
12,12,600846.SH,20221014,8.42,8.51,8.38,8.4,8.45,-0.049999999999998934,-0.5917,50177.19,42327.923,0.8031,1.2744,0.73,9.0923,16.1677,1.5947,0.8558,1.5447,3.8095,3.3333,62476.1516,62476.1516,39372.4688,524799.6734,524799.6734
13,13,600846.SH,20221013,8.39,8.48,8.34,8.45,8.42,0.02999999999999936,0.3563,47759.82,40200.993,0.7644,1.213,0.71,9.1464,16.2639,1.6042,0.8609,1.5539,3.787,3.3136,62476.1516,62476.1516,39372.4688,527923.481,527923.481
14,14,600846.SH,20221012,8.25,8.47,8.16,8.42,8.25,0.16999999999999993,2.0606,79893.0,66810.161,1.2788,2.0292,1.37,9.1139,16.2061,1.5985,0.8578,1.5484,3.8005,3.3254,62476.1516,62476.1516,39372.4688,526049.1965,526049.1965
15,15,600846.SH,20221011,8.2,8.3,8.08,8.25,8.26,-0.009999999999999787,-0.1211,50297.78,41285.509,0.8051,1.2775,0.94,8.9299,15.8789,1.5662,0.8405,1.5171,3.8788,3.3939,62476.1516,62476.1516,39372.4688,515428.2507,515428.2507
