,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600167.SH,20221101,6.29,6.44,6.24,6.42,6.23,0.1899999999999995,3.0498,45088.94,28674.132,0.1971,0.6447,1.1,14.0404,15.5062,1.4319,4.2358,4.1586,6.1746,2.0026,228811.9475,228811.9475,69934.1733,1468972.703,1468972.703
1,1,600167.SH,20221031,6.05,6.26,6.03,6.23,6.15,0.08000000000000007,1.3008,29771.33,18392.109,0.1301,0.4257,0.62,13.6249,15.0473,1.3895,4.1105,4.0355,6.3629,2.0636,228811.9475,228811.9475,69934.1733,1425498.4329,1425498.4329
2,2,600167.SH,20221028,6.4,6.42,6.13,6.15,6.39,-0.23999999999999932,-3.7559,54589.61,34035.325,0.2386,0.7806,1.05,13.4499,14.4067,1.3757,4.0577,3.9964,6.4457,2.0905,228811.9475,228811.9475,69934.1733,1407193.4771,1407193.4771
3,3,600167.SH,20221027,6.42,6.49,6.39,6.39,6.4,-0.010000000000000675,-0.1563,35815.07,22998.783,0.1565,0.5121,0.62,13.9748,14.9689,1.4294,4.2161,4.1524,6.2036,2.012,228811.9475,228811.9475,69934.1733,1462108.3445,1462108.3445
4,4,600167.SH,20221026,6.36,6.46,6.34,6.4,6.36,0.040000000000000036,0.6289,42208.15,27060.951,0.1845,0.6035,0.65,13.9967,14.9923,1.4316,4.2227,4.1589,6.1939,2.0088,228811.9475,228811.9475,69934.1733,1464396.464,1464396.464
5,5,600167.SH,20221025,6.34,6.44,6.29,6.36,6.41,-0.04999999999999982,-0.78,41998.67,26679.831,0.1836,0.6005,0.58,13.9092,14.8986,1.4227,4.1963,4.1329,6.2328,2.0214,228811.9475,228811.9475,69934.1733,1455243.9861,1455243.9861
6,6,600167.SH,20221024,6.44,6.55,6.3,6.41,6.44,-0.03000000000000025,-0.4658,64465.11,41286.787,0.2817,0.9218,0.87,14.0185,15.0157,1.4339,4.2292,4.1654,6.1842,2.0057,228811.9475,228811.9475,69934.1733,1466684.5835,1466684.5835
7,7,600167.SH,20221021,6.53,6.56,6.42,6.44,6.61,-0.16999999999999993,-2.5719,74368.17,48096.047,0.325,1.0634,0.95,14.0842,15.086,1.4406,4.249,4.1849,6.1554,1.9963,228811.9475,228811.9475,69934.1733,1473548.9419,1473548.9419
8,8,600167.SH,20221020,6.49,6.61,6.46,6.61,6.57,0.040000000000000036,0.6088,64619.78,42230.734,0.2824,0.924,0.72,14.4559,15.4842,1.4786,4.3612,4.2954,5.9971,1.945,228811.9475,228811.9475,69934.1733,1512446.973,1512446.973
9,9,600167.SH,20221019,6.78,6.8,6.55,6.57,6.78,-0.20999999999999996,-3.0973,78062.63,51660.682,0.3412,1.1162,0.75,14.3685,15.3905,1.4697,4.3348,4.2694,6.0336,1.9568,228811.9475,228811.9475,69934.1733,1503294.4951,1503294.4951
10,10,600167.SH,20221018,6.78,6.93,6.75,6.78,6.78,0.0,0.0,79540.27,54077.111,0.3476,1.1374,0.71,14.8277,15.8825,1.5166,4.4734,4.4058,5.8467,1.8962,228811.9475,228811.9475,69934.1733,1551345.0041,1551345.0041
11,11,600167.SH,20221017,6.8,6.85,6.64,6.78,6.81,-0.02999999999999936,-0.4405,74024.53,49909.791,0.3235,1.0585,0.57,14.8277,15.8825,1.5166,4.4734,4.4058,5.8467,1.8962,228811.9475,228811.9475,69934.1733,1551345.0041,1551345.0041
