,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,600338.SH,20221101,20.99,22.22,20.94,22.15,20.95,1.1999999999999993,5.7279,303874.95,663185.089,3.3239,4.4136,1.39,28.1073,31.1355,5.4742,9.8845,9.7161,1.3544,,91421.0168,91421.0168,68850.3236,2024975.5221,2024975.5221
1,1,600338.SH,20221031,20.25,21.25,20.2,20.95,20.63,0.3200000000000003,1.5511,211667.15,442811.868,2.3153,3.0743,0.96,26.5845,29.4487,5.1777,9.349,9.1897,1.432,,91421.0168,91421.0168,68850.3236,1915270.302,1915270.302
2,2,600338.SH,20221028,21.52,21.55,20.58,20.63,21.75,-1.120000000000001,-5.1494,219292.01,461372.398,2.3987,3.1851,1.05,26.1785,28.9989,5.0986,9.2062,9.0494,1.4542,,91421.0168,91421.0168,68850.3236,1886015.5766,1886015.5766
3,3,600338.SH,20221027,22.0,22.55,21.75,21.75,21.91,-0.16000000000000014,-0.7303,205201.48,454930.526,2.2446,2.9804,1.0,27.5997,30.5733,5.3754,9.706,9.5407,1.3793,,91421.0168,91421.0168,68850.3236,1988407.1154,1988407.1154
4,4,600338.SH,20221026,21.54,22.23,21.42,21.91,22.18,-0.2699999999999996,-1.2173,251877.21,551276.127,2.7551,3.6583,1.29,27.8027,30.7982,5.4149,9.7774,9.6108,1.3692,,91421.0168,91421.0168,68850.3236,2003034.4781,2003034.4781
5,5,600338.SH,20221025,22.15,22.54,21.4,22.18,22.45,-0.2699999999999996,-1.2027,201530.17,442416.659,2.2044,2.9271,1.01,28.1453,27.0452,5.7816,9.8979,9.741,1.3526,,91421.0168,91421.0168,68850.3236,2027718.1526,2027718.1526
6,6,600338.SH,20221024,22.98,23.35,22.08,22.45,22.71,-0.26000000000000156,-1.1449,226629.4,518216.507,2.479,3.2916,1.06,28.488,27.3744,5.852,10.0184,9.8596,1.3363,,91421.0168,91421.0168,68850.3236,2052401.8272,2052401.8272
7,7,600338.SH,20221021,22.53,22.95,22.43,22.71,22.6,0.10999999999999943,0.4867,158874.07,360224.089,1.7378,2.3075,0.63,28.8179,27.6914,5.9198,10.1344,9.9738,1.321,,91421.0168,91421.0168,68850.3236,2076171.2915,2076171.2915
8,8,600338.SH,20221020,22.63,22.97,22.28,22.6,22.91,-0.3099999999999987,-1.3531,183766.78,414845.144,2.0101,2.6691,0.68,28.6783,27.5573,5.8911,10.0854,9.9255,1.3274,,91421.0168,91421.0168,68850.3236,2066114.9797,2066114.9797
9,9,600338.SH,20221019,23.05,23.51,22.71,22.91,23.07,-0.16000000000000014,-0.6935,207885.85,480761.136,2.2739,3.0194,0.71,29.0717,27.9353,5.9719,10.2237,10.0616,1.3095,,91421.0168,91421.0168,68850.3236,2094455.4949,2094455.4949
10,10,600338.SH,20221018,23.36,23.43,22.78,23.07,23.1,-0.030000000000001137,-0.1299,220650.0,508834.603,2.4136,3.2048,0.78,29.2747,28.1304,6.0136,10.2951,10.1319,1.3004,,91421.0168,91421.0168,68850.3236,2109082.8576,2109082.8576
11,11,600338.SH,20221017,23.5,23.8,22.81,23.1,22.8,0.3000000000000007,1.3158,302328.18,701321.439,3.307,4.3911,1.16,29.3128,28.167,6.0214,10.3085,10.1451,1.2987,,91421.0168,91421.0168,68850.3236,2111825.4881,2111825.4881
12,12,600338.SH,20221014,21.82,23.1,21.73,22.8,21.52,1.2800000000000011,5.948,353866.64,794744.606,3.8707,5.1397,1.44,28.9321,27.8012,5.9432,10.1746,10.0133,1.3158,,91421.0168,91421.0168,68850.3236,2084399.183,2084399.183
13,13,600338.SH,20221013,21.97,22.15,21.3,21.52,22.31,-0.7899999999999991,-3.541,274362.57,596664.219,3.0011,3.9849,0.94,27.3078,26.2404,5.6096,9.6034,9.4512,1.3941,,91421.0168,91421.0168,68850.3236,1967380.2815,1967380.2815
14,14,600338.SH,20221012,22.16,22.36,21.03,22.31,22.26,0.04999999999999716,0.2246,315268.15,684757.419,3.4485,4.579,1.05,28.3103,27.2037,5.8155,9.9559,9.7981,1.3447,,91421.0168,91421.0168,68850.3236,2039602.8848,2039602.8848
15,15,600338.SH,20221011,22.05,22.48,22.05,22.26,21.87,0.39000000000000057,1.7833,171350.83,381104.927,1.8743,2.4887,0.56,28.2469,27.1427,5.8025,9.9336,9.7762,1.3477,,91421.0168,91421.0168,68850.3236,2035031.834,2035031.834
16,16,600338.SH,20221010,22.3,22.48,21.58,21.87,22.3,-0.4299999999999997,-1.9283,187959.65,414429.28,2.056,2.73,0.63,27.752,26.6672,5.7008,9.7596,9.6049,1.3717,,91421.0168,91421.0168,68850.3236,1999377.6374,1999377.6374
17,17,600338.SH,20220930,22.28,22.8,22.21,22.3,22.42,-0.120000000000001,-0.5352,276064.31,621118.492,3.0197,4.0096,0.96,28.2976,27.1915,5.8129,9.9515,9.7937,1.3453,,91421.0168,91421.0168,68850.3236,2038688.6746,2038688.6746
