,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,603010.SH,20221101,11.79,12.0,11.66,11.98,11.72,0.2599999999999998,2.2184,34474.81,40891.937,0.7104,0.9954,0.71,8.5668,14.5704,1.8012,1.7166,1.9209,1.963,3.5058,58957.8593,48527.2654,34633.7083,706315.1544,581356.6395
1,1,603010.SH,20221031,11.59,11.82,11.45,11.72,11.52,0.20000000000000107,1.7361,35707.6,41633.931,0.7358,1.1843,0.6,8.3809,14.2542,1.7621,1.6794,1.8792,2.0065,3.5836,58957.8593,48527.2654,30150.9447,690986.111,568739.5505
2,2,603010.SH,20221028,12.08,12.1,11.51,11.52,12.08,-0.5600000000000005,-4.6358,49844.04,58473.002,1.0271,1.6532,0.66,8.2379,10.7047,1.7591,1.6507,1.7331,2.0414,3.6458,58957.8593,48527.2654,30150.9447,679194.5391,559034.0974
3,3,603010.SH,20221027,12.24,12.38,12.06,12.08,12.14,-0.0600000000000005,-0.4942,39690.47,48441.494,0.8179,1.3164,0.43,8.6384,11.2251,1.8446,1.7309,1.8174,1.9467,3.4768,58957.8593,48527.2654,30150.9447,712210.9403,586209.366
4,4,603010.SH,20221026,11.86,12.24,11.8,12.14,11.82,0.3200000000000003,2.7073,50615.74,61053.264,1.043,1.6787,0.57,8.6813,11.2809,1.8538,1.7395,1.8264,1.9371,3.4596,58957.8593,48527.2654,30150.9447,715748.4119,589121.002
5,5,603010.SH,20221025,11.75,11.98,10.71,11.82,11.9,-0.08000000000000007,-0.6723,66821.7,78220.44,1.377,2.2162,0.82,8.4524,10.9835,1.8049,1.6937,1.7783,1.9896,3.5533,58957.8593,48527.2654,30150.9447,696881.8969,573592.277
6,6,603010.SH,20221024,12.06,12.53,11.79,11.9,12.05,-0.15000000000000036,-1.2448,93015.97,112925.172,1.9168,3.085,1.34,8.5096,11.0579,1.8171,1.7051,1.7903,1.9762,3.5294,58957.8593,48527.2654,30150.9447,701598.5257,577474.4583
7,7,603010.SH,20221021,12.46,12.63,11.94,12.05,12.72,-0.6699999999999999,-5.2673,127017.1,154816.129,2.6174,4.2127,2.51,8.6169,11.1972,1.84,1.7266,1.8129,1.9516,3.4855,58957.8593,48527.2654,30150.9447,710442.2046,584753.5481
8,8,603010.SH,20221020,13.6,13.6,11.94,12.72,13.25,-0.5299999999999994,-4.0,129133.57,163216.539,2.6611,4.2829,3.67,9.096,11.8198,1.9423,1.8226,1.9136,1.8488,3.3019,58957.8593,48527.2654,30150.9447,749943.9703,617266.8159
9,9,603010.SH,20221014,13.0,13.29,12.98,13.25,12.97,0.27999999999999936,2.1588,25977.63,34222.864,0.5353,0.8616,0.67,9.475,12.3123,2.0233,1.8986,1.9934,1.7748,3.1698,58957.8593,48527.2654,30150.9447,781191.6357,642986.2666
10,10,603010.SH,20221013,12.52,13.15,12.52,12.97,12.66,0.3100000000000005,2.4487,31297.3,40380.125,0.6449,1.038,0.85,9.2748,12.0521,1.9805,1.8585,1.9513,1.8132,3.2382,58957.8593,48527.2654,30150.9447,764683.4351,629398.6322
11,11,603010.SH,20221012,12.42,12.7,12.01,12.66,12.36,0.3000000000000007,2.4272,32641.46,40228.657,0.6726,1.0826,0.9,9.0531,11.7641,1.9332,1.814,1.9046,1.8576,3.3175,58957.8593,48527.2654,30150.9447,746406.4987,614355.18
12,12,603010.SH,20221011,12.54,12.56,12.14,12.36,12.34,0.019999999999999574,0.1621,34163.05,42097.097,0.704,1.1331,1.02,8.8386,11.4853,1.8874,1.7711,1.8595,1.9026,3.3981,58957.8593,48527.2654,30150.9447,728719.1409,599797.0003
13,13,603010.SH,20221010,12.94,13.0,12.26,12.34,12.94,-0.5999999999999996,-4.6368,51671.55,64904.757,1.0648,1.7138,1.76,8.8243,11.4667,1.8843,1.7682,1.8565,1.9057,3.4036,58957.8593,48527.2654,30150.9447,727539.9838,598826.455
14,14,603010.SH,20220930,13.2,13.35,12.87,12.94,13.2,-0.2599999999999998,-1.9697,43384.92,56476.25,0.894,1.4389,1.62,9.2533,12.0243,1.9759,1.8542,1.9467,1.8174,3.2457,58957.8593,48527.2654,30150.9447,762914.6993,627942.8143
15,15,603010.SH,20220929,13.33,13.53,13.1,13.2,13.32,-0.120000000000001,-0.9009,21422.21,28526.653,0.4414,0.7105,0.77,9.4393,12.2659,2.0156,1.8914,1.9859,1.7816,3.1818,58957.8593,48527.2654,30150.9447,778243.7428,640559.9033
16,16,603010.SH,20220928,13.84,14.11,13.32,13.32,13.92,-0.5999999999999996,-4.3103,31529.05,42867.78,0.6497,1.0457,1.26,9.5251,12.3774,2.034,1.9086,2.0039,1.7655,3.1532,58957.8593,48527.2654,30150.9447,785318.6859,646383.1751
17,17,603010.SH,20220927,13.77,13.96,13.71,13.92,13.7,0.22000000000000064,1.6058,19974.99,27635.736,0.4116,0.6625,0.84,9.9541,12.9349,2.1256,1.9946,2.0942,1.6894,3.0172,58957.8593,48527.2654,30150.9447,820693.4015,675499.5344
18,18,603010.SH,20220926,13.95,14.15,13.69,13.7,14.05,-0.3500000000000014,-2.4911,30826.3,42944.199,0.6352,1.0224,1.29,9.7968,12.7305,2.092,1.9631,2.0611,1.7165,3.0657,58957.8593,48527.2654,30150.9447,807722.6724,664823.536
19,19,603010.SH,20220923,14.38,14.4,14.0,14.05,14.33,-0.27999999999999936,-1.9539,30345.02,42982.429,0.6253,1.0064,1.18,10.0471,13.0557,2.1454,2.0132,2.1137,1.6738,2.9893,58957.8593,48527.2654,30150.9447,828357.9232,681808.0789
20,20,603010.SH,20220922,14.38,15.09,14.33,14.33,14.43,-0.09999999999999964,-0.693,26081.39,37929.943,0.5375,0.865,0.84,10.2473,13.3159,2.1882,2.0533,2.1559,1.6411,2.9309,58957.8593,48527.2654,30150.9447,844866.1238,695395.7132
21,21,603010.SH,20220921,14.5,14.57,14.2,14.43,14.57,-0.14000000000000057,-0.9609,17481.85,25235.161,0.3602,0.5798,0.5,10.3188,13.4088,2.2035,2.0677,2.1709,1.6297,2.9106,58957.8593,48527.2654,30150.9447,850761.9097,700248.4397
22,22,603010.SH,20220920,14.39,14.78,14.39,14.57,14.46,0.10999999999999943,0.7607,14564.28,21284.299,0.3001,0.483,0.38,10.4189,13.5389,2.2248,2.0877,2.192,1.614,2.8826,58957.8593,48527.2654,30150.9447,859016.01,707042.2569
23,23,603010.SH,20220919,14.33,14.55,14.24,14.46,14.39,0.07000000000000028,0.4864,31227.65,44796.664,0.6435,1.0357,0.89,10.3403,13.4367,2.208,2.072,2.1754,1.6263,2.9046,58957.8593,48527.2654,30150.9447,852530.6455,701704.2577
24,24,603010.SH,20220916,14.81,14.81,14.3,14.39,14.81,-0.41999999999999993,-2.8359,39557.92,57671.472,0.8152,1.312,1.23,10.2902,13.3716,2.1973,2.0619,2.1649,1.6342,2.9187,58957.8593,48527.2654,30150.9447,848403.5953,698307.3491
