,index,ts_code_x,trade_date,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,0,601799.SH,20221101,122.5,129.85,121.51,129.5,122.44,7.060000000000002,5.7661,23509.92,298375.543,0.8229,1.8006,1.15,38.9655,38.3414,4.4574,4.6774,4.5032,0.9704,0.8494,28567.9419,28567.9419,13056.7792,3699548.4761,3699548.4761
1,1,601799.SH,20221031,123.91,126.29,121.86,122.44,125.02,-2.5799999999999983,-2.0637,22508.24,276849.346,0.7879,1.7239,1.19,36.8412,36.2512,4.2144,4.4224,4.2577,1.0264,0.8984,28567.9419,28567.9419,13056.7792,3497858.8062,3497858.8062
2,2,601799.SH,20221028,130.22,132.0,124.1,125.02,131.43,-6.410000000000011,-4.8771,14267.21,181466.786,0.4994,1.0927,0.77,37.6175,37.015,4.3032,4.5156,4.3474,1.0052,0.8799,28567.9419,28567.9419,13056.7792,3571564.0963,3571564.0963
3,3,601799.SH,20221027,127.98,134.24,127.22,131.43,128.3,3.1299999999999955,2.4396,17922.39,235732.301,0.6274,1.3727,0.85,39.5462,44.8388,4.6937,4.7471,4.891,0.9562,0.8369,28567.9419,28567.9419,13056.7792,3754684.6039,3754684.6039
4,4,601799.SH,20221026,132.6,133.97,127.6,128.3,132.5,-4.199999999999989,-3.1698,25577.55,330716.496,0.8953,1.9589,1.48,38.6044,43.771,4.582,4.634,4.7745,0.9795,0.8574,28567.9419,28567.9419,13056.7792,3665266.9458,3665266.9458
5,5,601799.SH,20221025,133.3,134.85,129.03,132.5,134.2,-1.6999999999999886,-1.2668,21693.74,285812.656,0.7594,1.6615,1.37,39.8682,45.2039,4.732,4.7857,4.9308,0.9484,0.8302,28567.9419,28567.9419,13056.7792,3785252.3018,3785252.3018
6,6,601799.SH,20221024,141.53,142.0,132.8,134.2,141.53,-7.3300000000000125,-5.1791,15246.62,206720.647,0.5337,1.1677,1.0,40.3797,45.7838,4.7927,4.8471,4.9941,0.9364,0.8197,28567.9419,28567.9419,13056.7792,3833817.803,3833817.803
7,7,601799.SH,20221021,142.45,142.67,137.31,141.53,141.27,0.2599999999999909,0.184,11880.8,166346.399,0.4159,0.9099,0.77,42.5852,48.2845,5.0544,5.1119,5.2668,0.8879,0.7772,28567.9419,28567.9419,13056.7792,4043220.8171,4043220.8171
8,8,601799.SH,20221020,152.7,152.7,140.02,141.27,153.01,-11.73999999999998,-7.6727,30665.52,439764.501,1.0734,2.3486,2.63,42.507,48.1958,5.0452,5.1025,5.2572,0.8896,0.7787,28567.9419,28567.9419,13056.7792,4035793.1522,4035793.1522
9,9,601799.SH,20221019,156.45,157.3,152.64,153.01,156.49,-3.480000000000018,-2.2238,7152.84,110767.242,0.2504,0.5478,0.6,46.0395,52.2011,5.4644,5.5265,5.694,0.8213,0.7189,28567.9419,28567.9419,13056.7792,4371180.7901,4371180.7901
10,10,601799.SH,20221018,161.34,162.96,154.5,156.49,162.34,-5.849999999999994,-3.6035,14498.18,228467.088,0.5075,1.1104,1.36,47.0866,53.3883,5.5887,5.6522,5.8235,0.803,0.7029,28567.9419,28567.9419,13056.7792,4470597.2279,4470597.2279
11,11,601799.SH,20221017,163.0,164.06,157.84,162.34,163.9,-1.5600000000000023,-0.9518,11890.09,191076.737,0.4162,0.9106,1.05,48.8468,55.3841,5.7976,5.8635,6.0412,0.7741,0.6776,28567.9419,28567.9419,13056.7792,4637719.688,4637719.688
12,12,601799.SH,20221014,164.0,165.57,160.25,163.9,162.45,1.450000000000017,0.8926,12689.82,208063.366,0.4442,0.9719,1.18,49.3162,55.9163,5.8533,5.9199,6.0993,0.7667,0.6711,28567.9419,28567.9419,13056.7792,4682285.6774,4682285.6774
13,13,601799.SH,20221013,154.62,164.6,154.62,162.45,156.0,6.449999999999989,4.1346,12074.21,195894.307,0.4226,0.9247,1.15,48.8799,55.4216,5.8016,5.8675,6.0453,0.7736,0.6771,28567.9419,28567.9419,13056.7792,4640862.1617,4640862.1617
14,14,601799.SH,20221012,151.09,156.5,146.5,156.0,148.4,7.599999999999994,5.1213,8652.41,130401.959,0.3029,0.6627,0.84,46.9391,53.2211,5.5712,5.6345,5.8053,0.8056,0.7051,28567.9419,28567.9419,13056.7792,4456598.9364,4456598.9364
15,15,601799.SH,20221011,146.5,150.0,145.51,148.4,147.02,1.3799999999999955,0.9386,8052.86,118918.732,0.2819,0.6168,0.77,44.6524,50.6283,5.2998,5.36,5.5225,0.8468,0.7412,28567.9419,28567.9419,13056.7792,4239482.578,4239482.578
