,index,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
69,69,20220915,24.9,24.95,24.7,24.75,24.85,-0.1,-0.4,1548208.0,38381358.35
70,70,20220914,25.1,25.1,24.75,24.85,25.4,-0.55,-2.17,3545347.0,88187752.17
71,71,20220913,25.35,26.0,25.15,25.4,25.4,0.0,0.0,3339742.0,85254610.35
72,72,20220909,24.8,25.65,24.8,25.4,24.95,0.45,1.8,2530180.0,64383925.2
73,73,20220908,25.0,25.0,24.8,24.95,25.0,-0.05,-0.2,3127459.0,77886708.65
74,74,20220907,25.05,25.05,24.8,25.0,25.3,-0.3,-1.19,3464126.0,86415884.35
75,75,20220906,25.5,25.5,25.1,25.3,25.3,0.0,0.0,1483558.0,37550825.55
76,76,20220905,25.7,25.75,25.0,25.3,25.7,-0.4,-1.56,3740385.0,95036975.2
77,77,20220902,26.2,26.35,26.0,26.2,26.2,0.0,0.0,3226063.0,84446046.15
78,78,20220901,26.2,26.3,25.9,26.2,26.3,-0.1,-0.38,1900987.0,49723734.95
79,79,20220831,26.8,26.8,26.2,26.3,26.6,-0.3,-1.13,4469126.0,117794412.55
80,80,20220830,26.5,26.85,26.2,26.6,26.5,0.1,0.38,1876653.0,49836482.45
81,81,20220829,26.35,26.55,26.1,26.5,26.45,0.05,0.19,1201088.0,31679562.85
82,82,20220826,26.15,26.6,26.1,26.45,26.25,0.2,0.76,2140465.0,56506696.35
83,83,20220825,26.05,26.35,25.95,26.25,26.05,0.2,0.77,1777854.0,46542165.9
84,84,20220824,27.15,27.25,26.0,26.05,27.25,-1.2,-4.4,6947062.0,181803902.8
85,85,20220823,27.7,27.85,27.1,27.25,27.7,-0.45,-1.62,3094745.0,84547048.6
86,86,20220822,27.9,28.05,27.55,27.7,28.15,-0.45,-1.6,1978699.0,54947431.05
87,87,20220819,27.9,28.25,27.85,28.15,28.1,0.05,0.18,1311772.0,36899355.0
88,88,20220818,28.05,28.2,27.85,28.1,28.25,-0.15,-0.53,936524.0,26249145.55
89,89,20220817,27.8,28.4,27.8,28.25,27.9,0.35,1.25,1738613.0,49113559.3
90,90,20220816,27.85,28.4,27.75,27.9,27.9,0.0,0.0,1633883.0,45718203.6
91,91,20220815,27.85,28.05,27.7,27.9,28.1,-0.2,-0.71,1581198.0,44036448.85
92,92,20220812,28.1,28.2,27.85,28.1,28.15,-0.05,-0.18,1630704.0,45768511.55
93,93,20220811,28.1,28.3,27.8,28.15,27.55,0.6,2.18,2230699.0,62675787.45
94,94,20220810,27.9,28.0,27.5,27.55,27.95,-0.4,-1.43,1340265.0,37047151.2
95,95,20220809,27.7,29.2,27.5,27.95,27.75,0.2,0.72,7065241.0,199621712.0
96,96,20220808,28.05,28.2,27.7,27.75,28.05,-0.3,-1.07,1693423.0,47197322.1
97,97,20220805,27.45,28.1,27.3,28.05,27.25,0.8,2.94,3460839.0,96454145.85
98,98,20220804,27.15,27.45,27.0,27.25,27.1,0.15,0.55,1920620.0,52277361.6
99,99,20220803,26.8,27.3,26.65,27.1,26.75,0.35,1.31,3668904.0,99243590.0
100,100,20220802,27.2,27.2,26.65,26.75,27.2,-0.45,-1.65,3880162.0,103969408.95
101,101,20220801,27.45,27.45,27.05,27.2,27.3,-0.1,-0.37,3633479.0,98961348.8
102,102,20220729,27.6,27.8,27.2,27.3,27.45,-0.15,-0.55,3453729.0,94520273.4
103,103,20220728,27.45,27.6,27.1,27.45,27.45,0.0,0.0,3969845.0,108793117.5
104,104,20220727,27.3,27.6,27.25,27.45,27.4,0.05,0.18,1988879.0,54553543.2
105,105,20220726,27.3,27.5,27.2,27.4,27.25,0.15,0.55,3184085.0,87128788.05
106,106,20220725,27.1,27.5,27.1,27.25,27.1,0.15,0.55,2278256.0,62076078.05
107,107,20220722,27.15,27.3,27.05,27.1,27.15,-0.05,-0.18,1410033.0,38248202.35
108,108,20220721,27.8,27.8,27.0,27.15,27.9,-0.75,-2.69,2907433.0,79152351.5
109,109,20220720,27.85,28.1,27.8,27.9,27.75,0.15,0.54,2288100.0,63746811.65
110,110,20220719,27.95,28.0,27.65,27.75,28.05,-0.3,-1.07,2559655.0,71182636.8
111,111,20220718,27.55,28.2,27.45,28.05,27.6,0.45,1.63,1893179.0,52960822.9
112,112,20220715,27.9,27.95,27.5,27.6,28.0,-0.4,-1.43,2472998.0,68379810.85
113,113,20220714,28.45,28.45,27.6,28.0,28.45,-0.45,-1.58,4147309.0,115854383.5
114,114,20220713,28.5,28.65,28.3,28.45,28.5,-0.05,-0.18,1775334.0,50557843.1
115,115,20220712,28.45,28.75,28.35,28.5,28.45,0.05,0.18,1951793.0,55674025.0
116,116,20220711,28.75,28.75,28.35,28.45,28.8,-0.35,-1.22,1590803.0,45279930.8
117,117,20220708,28.65,28.9,28.65,28.8,28.65,0.15,0.52,1591697.0,45804699.4
118,118,20220707,28.55,28.7,28.35,28.65,28.75,-0.1,-0.35,2570403.0,73500901.55
119,119,20220706,28.75,29.0,28.5,28.75,29.1,-0.35,-1.2,2360543.0,67756040.8
120,120,20220705,29.1,29.4,28.8,29.1,28.9,0.2,0.69,1625230.0,47199896.85
121,121,20220704,29.35,29.4,28.55,28.9,29.4,-0.5,-1.7,3766601.0,109485572.75
122,122,20220630,29.45,29.65,29.15,29.4,29.45,-0.05,-0.17,4187172.0,123164085.8
123,123,20220629,29.5,29.8,29.3,29.45,29.7,-0.25,-0.84,3723127.0,109784587.05
124,124,20220628,29.45,29.7,29.4,29.7,29.6,0.1,0.34,3852755.0,114006816.7
125,125,20220627,29.25,29.85,29.25,29.6,29.0,0.6,2.07,3353801.0,98914107.35
126,126,20220624,28.8,29.25,28.8,29.0,28.95,0.05,0.17,4845677.0,140687208.75
127,127,20220623,29.15,29.3,28.85,28.95,28.9,0.05,0.17,3811878.0,110581162.55
128,128,20220622,29.05,29.4,28.8,28.9,29.2,-0.3,-1.03,3242985.0,94377725.85
129,129,20220621,28.7,29.4,28.7,29.2,28.6,0.6,2.1,4365094.0,127423369.6
130,130,20220620,28.25,28.95,28.15,28.6,28.1,0.5,1.78,11393538.0,323582186.5
131,131,20220617,28.55,28.9,28.1,28.1,28.55,-0.45,-1.58,53134258.0,1496536272.7
132,132,20220616,29.55,29.6,28.3,28.55,29.35,-0.8,-2.73,9968461.0,286241518.55
133,133,20220615,29.2,29.65,29.1,29.35,29.4,-0.05,-0.17,6084313.0,178946068.55
134,134,20220614,29.45,29.5,29.15,29.4,29.55,-0.15,-0.51,4584231.0,134722584.62
135,135,20220613,29.85,29.9,29.3,29.55,30.15,-0.6,-1.99,5825093.0,172155290.55
136,136,20220610,30.35,30.35,30.0,30.15,30.35,-0.2,-0.66,4461773.0,134335843.85
137,137,20220609,30.35,30.55,30.05,30.35,30.35,0.0,0.0,5073276.0,153845133.95
138,138,20220608,30.75,30.8,30.15,30.35,30.6,-0.25,-0.82,6305048.0,191420834.25
139,139,20220607,31.0,31.05,30.35,30.6,31.1,-0.5,-1.61,6128390.0,187456522.25
140,140,20220606,31.2,31.2,30.9,31.1,31.15,-0.05,-0.16,7005894.0,217654019.5
141,141,20220602,33.05,33.1,31.3,32.45,33.85,-1.4,-4.14,14356235.0,464102177.65
142,142,20220601,33.3,34.0,33.15,33.85,33.3,0.55,1.65,3315326.0,111354881.55
143,143,20220531,33.3,33.3,33.0,33.3,33.4,-0.1,-0.3,4540271.0,150934586.89
144,144,20220530,33.3,33.65,33.1,33.4,33.1,0.3,0.91,1772222.0,59246579.0
145,145,20220527,33.0,33.2,32.85,33.1,32.55,0.55,1.69,3179775.0,105085446.37
146,146,20220526,32.5,32.6,32.2,32.55,32.55,0.0,0.0,2089385.0,67795186.9
147,147,20220525,32.85,33.1,32.4,32.55,32.5,0.05,0.15,3457763.0,112963236.17
148,148,20220524,32.9,32.9,32.4,32.5,32.65,-0.15,-0.46,2031422.0,66099339.65
149,149,20220523,32.3,32.65,32.3,32.65,32.8,-0.15,-0.46,1639261.0,53344119.2
150,150,20220520,32.05,32.85,32.05,32.8,32.05,0.75,2.34,2206274.0,72054176.6
151,151,20220519,32.25,32.45,31.95,32.05,32.4,-0.35,-1.08,1602247.0,51479814.15
152,152,20220518,32.1,32.6,31.8,32.4,32.1,0.3,0.93,1964349.0,63528886.61
153,153,20220517,31.95,32.2,31.6,32.1,31.75,0.35,1.1,2195752.0,70170244.3
154,154,20220516,31.8,31.95,31.4,31.75,31.65,0.1,0.32,1549182.0,49066013.6
155,155,20220513,31.5,31.85,31.35,31.65,31.5,0.15,0.48,3000007.0,94748111.9
156,156,20220512,31.45,31.65,31.1,31.5,31.5,0.0,0.0,1692031.0,53214373.45
157,157,20220511,31.35,31.55,30.9,31.5,31.35,0.15,0.48,2082110.0,65175461.2
158,158,20220510,31.45,31.55,30.5,31.35,31.8,-0.45,-1.42,3989162.0,123976331.2
159,159,20220506,31.7,31.95,31.35,31.8,31.95,-0.15,-0.47,3288144.0,104690728.89
160,160,20220505,32.2,32.55,31.9,31.95,32.1,-0.15,-0.47,1427618.0,45889076.21
161,161,20220504,31.65,32.15,31.6,32.1,31.7,0.4,1.26,1432515.0,45759166.6
162,162,20220503,31.45,31.9,31.3,31.7,31.85,-0.15,-0.47,4033198.0,127606519.0
163,163,20220429,32.15,32.2,31.6,31.85,32.25,-0.4,-1.24,4021880.0,128111927.55
164,164,20220428,32.05,32.45,31.85,32.25,32.05,0.2,0.62,2135669.0,68735582.09
165,165,20220427,32.6,32.6,31.9,32.05,32.6,-0.55,-1.69,2567073.0,82513505.62
166,166,20220426,32.95,32.95,32.5,32.6,32.8,-0.2,-0.61,1989570.0,64989920.9
167,167,20220425,33.05,33.05,32.5,32.8,33.05,-0.25,-0.76,1942569.0,63562950.15
168,168,20220422,33.0,33.3,32.9,33.05,33.3,-0.25,-0.75,1368201.0,45205420.3
169,169,20220421,33.2,33.35,32.9,33.3,33.0,0.3,0.91,2713911.0,89924793.05
170,170,20220420,33.1,33.2,32.85,33.0,33.15,-0.15,-0.45,1738382.0,57411955.65
171,171,20220419,33.85,33.85,32.85,33.15,33.85,-0.7,-2.07,2242481.0,74206685.35
172,172,20220414,33.3,33.95,33.0,33.85,33.3,0.55,1.65,4182982.0,140947910.85
173,173,20220413,33.3,33.3,32.65,33.3,32.95,0.35,1.06,1372078.0,45479031.3
174,174,20220412,33.1,33.3,32.75,32.95,33.25,-0.3,-0.9,2401414.0,79177345.75
175,175,20220411,33.25,33.45,32.9,33.25,33.15,0.1,0.3,2243560.0,74411135.05
176,176,20220408,33.25,33.75,33.1,33.15,33.05,0.1,0.3,1796565.0,59824582.05
177,177,20220407,33.4,33.45,32.9,33.05,33.4,-0.35,-1.05,2048023.0,67876956.4
178,178,20220406,32.95,33.5,32.8,33.4,32.85,0.55,1.67,3226858.0,107364114.65
179,179,20220404,32.9,33.0,32.55,32.85,32.9,-0.05,-0.15,2424768.0,79510585.5
180,180,20220401,32.25,32.9,31.75,32.9,32.6,0.3,0.92,2548616.0,83172877.15
181,181,20220331,33.25,33.25,32.5,32.6,33.25,-0.65,-1.95,3799849.0,124095678.06
182,182,20220330,33.0,33.7,33.0,33.25,32.85,0.4,1.22,2952226.0,98344246.35
183,183,20220329,33.3,33.3,32.6,32.85,33.3,-0.45,-1.35,3213952.0,105298479.31
184,184,20220328,33.3,33.3,32.7,33.3,33.6,-0.3,-0.89,1876133.0,62084022.02
185,185,20220325,32.8,33.6,32.7,33.6,32.85,0.75,2.28,3327280.0,111026630.45
186,186,20220324,32.9,33.0,32.5,32.85,33.15,-0.3,-0.9,2557667.0,83775742.85
187,187,20220323,33.25,33.4,32.6,33.15,33.25,-0.1,-0.3,3702719.0,122131430.1
188,188,20220322,33.8,33.8,32.3,33.25,33.8,-0.55,-1.63,5102407.0,167644116.9
189,189,20220321,34.35,34.35,33.1,33.8,34.1,-0.3,-0.88,3137095.0,105381345.3
190,190,20220318,33.25,34.25,32.8,34.1,33.25,0.85,2.56,17914586.0,608233377.95
191,191,20220317,31.5,33.25,31.25,33.25,30.6,2.65,8.66,8771036.0,284656866.9
192,192,20220316,31.15,31.5,29.9,30.6,30.75,-0.15,-0.49,6757815.0,206300793.12
193,193,20220315,31.2,31.45,30.35,30.75,31.25,-0.5,-1.6,8157423.0,251421744.45
194,194,20220314,31.55,31.75,30.9,31.25,31.55,-0.3,-0.95,4944167.0,154406629.61
195,195,20220311,31.5,32.0,31.25,31.55,31.95,-0.4,-1.25,4098160.0,129527582.43
196,196,20220310,31.85,32.0,31.35,31.95,31.4,0.55,1.75,1530111.0,48632185.25
197,197,20220309,32.25,32.35,31.0,31.4,32.25,-0.85,-2.64,3083942.0,97212774.3
198,198,20220308,32.1,32.6,31.55,32.25,31.65,0.6,1.9,4783054.0,154011076.66
199,199,20220307,31.75,32.9,30.85,31.65,31.75,-0.1,-0.31,3824556.0,120552098.47
200,200,20220304,31.75,31.75,31.3,31.75,31.75,0.0,0.0,3294616.0,104277818.64
201,201,20220303,32.0,32.15,31.55,31.75,32.0,-0.25,-0.78,3195803.0,101859789.35
202,202,20220302,32.0,32.15,31.5,32.0,32.0,0.0,0.0,2842574.0,90652550.88
203,203,20220301,32.5,32.5,31.9,32.0,32.5,-0.5,-1.54,2114952.0,68024015.9
204,204,20220228,32.55,32.55,31.95,32.5,32.4,0.1,0.31,3308558.0,107066285.5
205,205,20220225,32.6,32.7,32.05,32.4,32.6,-0.2,-0.61,2351940.0,75994405.6
206,206,20220224,33.15,33.15,32.3,32.6,33.25,-0.65,-1.95,3030778.0,98614725.55
207,207,20220223,33.0,33.4,32.7,33.25,33.15,0.1,0.3,3401129.0,112414938.88
208,208,20220222,33.65,33.65,33.1,33.15,33.85,-0.7,-2.07,2229769.0,74104172.4
209,209,20220221,34.2,34.45,33.65,33.85,34.6,-0.75,-2.17,2494502.0,84468483.9
210,210,20220218,34.2,34.7,34.1,34.6,34.2,0.4,1.17,1802195.0,62032236.7
211,211,20220217,34.3,34.75,34.1,34.2,34.5,-0.3,-0.87,1765351.0,60498921.55
212,212,20220216,34.85,34.85,34.3,34.5,34.85,-0.35,-1.0,1579006.0,54597858.99
213,213,20220215,34.75,35.0,34.5,34.85,34.75,0.1,0.29,2759329.0,96224374.7
214,214,20220214,34.9,35.0,34.6,34.75,35.0,-0.25,-0.71,1326771.0,46053028.65
215,215,20220211,35.1,35.2,34.8,35.0,35.1,-0.1,-0.28,1845044.0,64525446.95
216,216,20220210,34.85,35.1,34.8,35.1,34.85,0.25,0.72,1620414.0,56678287.8
217,217,20220209,34.65,35.15,34.4,34.85,34.65,0.2,0.58,2237288.0,78025138.75
218,218,20220208,34.9,35.0,34.6,34.65,34.9,-0.25,-0.72,1897440.0,65845490.45
219,219,20220207,35.0,35.05,34.5,34.9,35.0,-0.1,-0.29,1876414.0,65313919.62
220,220,20220204,34.7,35.2,34.0,35.0,34.05,0.95,2.79,5296649.0,184470021.69
221,221,20220131,34.0,34.4,33.4,34.05,34.0,0.05,0.15,2337956.0,79638665.57
222,222,20220128,34.75,34.85,33.95,34.0,34.6,-0.6,-1.73,4179063.0,142408441.05
223,223,20220127,34.7,34.95,34.4,34.6,35.0,-0.4,-1.14,3186754.0,110468829.7
224,224,20220126,34.6,35.05,34.2,35.0,34.6,0.4,1.16,2805295.0,97864657.13
225,225,20220125,34.9,34.9,34.1,34.6,35.05,-0.45,-1.28,3413285.0,117506717.65
226,226,20220124,34.65,35.1,34.6,35.05,34.65,0.4,1.15,3755346.0,131217440.05
227,227,20220121,34.05,34.9,33.9,34.65,33.85,0.8,2.36,5098425.0,175984901.15
228,228,20220120,34.0,34.25,33.6,33.85,33.7,0.15,0.45,2073252.0,70235362.0
229,229,20220119,33.65,33.9,33.5,33.7,33.65,0.05,0.15,1646447.0,55475563.35
230,230,20220118,33.45,33.75,33.3,33.65,33.45,0.2,0.6,1381855.0,46424438.0
231,231,20220117,33.35,33.95,33.15,33.45,33.45,0.0,0.0,1325098.0,44326832.6
232,232,20220114,33.45,33.75,33.4,33.45,33.45,0.0,0.0,1507133.0,50538219.05
233,233,20220113,33.55,33.85,33.2,33.45,33.55,-0.1,-0.3,1548205.0,51707587.8
234,234,20220112,33.7,33.9,33.4,33.55,33.6,-0.05,-0.15,2912786.0,97922004.2
235,235,20220111,33.0,33.85,33.0,33.6,33.0,0.6,1.82,3740300.0,125470836.65
236,236,20220110,32.9,33.05,32.7,33.0,32.9,0.1,0.3,1363435.0,44891570.2
237,237,20220107,32.5,32.9,31.7,32.9,32.5,0.4,1.23,2469034.0,80027563.1
238,238,20220106,32.95,33.0,32.2,32.5,32.95,-0.45,-1.37,2552894.0,82850045.25
239,239,20220105,33.15,33.35,32.85,32.95,33.15,-0.2,-0.6,2648657.0,87602075.98
240,240,20220104,33.3,33.5,33.0,33.15,33.25,-0.1,-0.3,1548323.0,51326527.3
241,241,20220103,33.3,33.45,33.0,33.25,33.2,0.05,0.15,1809504.0,60028212.8
242,242,20211231,33.45,33.55,33.0,33.2,33.25,-0.05,-0.15,1052984.0,34989695.9
243,243,20211230,33.25,33.5,33.1,33.25,33.2,0.05,0.15,887878.0,29542617.15
244,244,20211229,33.3,33.45,33.0,33.2,33.25,-0.05,-0.15,679444.0,22556420.1
245,245,20211228,33.15,33.55,33.05,33.25,33.15,0.1,0.3,1233808.0,41111177.4
246,246,20211224,32.7,33.2,32.6,33.15,32.7,0.45,1.38,777037.0,25601326.13
247,247,20211223,32.35,32.75,32.25,32.7,32.35,0.35,1.08,946976.0,30882032.75
248,248,20211222,32.5,32.55,32.15,32.35,32.5,-0.15,-0.46,1308825.0,42298404.8
249,249,20211221,32.5,32.85,32.3,32.5,32.2,0.3,0.93,1696588.0,55182182.75
250,250,20211220,32.5,32.7,32.1,32.2,32.55,-0.35,-1.08,1823249.0,58900365.55
251,251,20211217,32.65,33.05,32.5,32.55,32.65,-0.1,-0.31,4561477.0,148843697.0
252,252,20211216,32.95,32.95,32.4,32.65,33.0,-0.35,-1.06,2543458.0,82993987.9
253,253,20211215,33.05,33.15,32.65,33.0,32.95,0.05,0.15,1661346.0,54773067.3
254,254,20211214,33.7,33.7,32.85,32.95,33.5,-0.55,-1.64,1785113.0,58880982.85
255,255,20211213,33.65,33.95,33.25,33.5,33.65,-0.15,-0.45,2433199.0,81978085.85
256,256,20211210,34.0,34.05,33.55,33.65,34.1,-0.45,-1.32,1589619.0,53587745.85
257,257,20211209,33.3,34.1,33.3,34.1,33.05,1.05,3.18,3267686.0,110565445.0
258,258,20211208,32.95,33.2,32.8,33.05,32.6,0.45,1.38,1402414.0,46239882.7
259,259,20211207,32.3,32.85,32.3,32.6,32.6,0.0,0.0,4853467.0,158384094.55
260,260,20211206,32.8,33.2,32.5,32.6,32.65,-0.05,-0.15,2813856.0,91876655.69
261,261,20211203,32.55,32.9,31.95,32.65,32.5,0.15,0.46,3409992.0,110989962.8
262,262,20211202,32.35,32.5,31.85,32.5,32.25,0.25,0.78,2895842.0,93616188.06
263,263,20211201,32.0,32.4,31.8,32.25,31.9,0.35,1.1,4440324.0,142572942.14
264,264,20211130,33.1,33.3,31.9,31.9,33.05,-1.15,-3.48,7912232.0,253767299.12
265,265,20211129,33.15,33.25,32.3,33.05,33.05,0.0,0.0,4214265.0,138183550.3
266,266,20211126,33.8,33.8,32.95,33.05,33.8,-0.75,-2.22,3336252.0,110647958.5
267,267,20211125,33.9,34.0,33.5,33.8,33.9,-0.1,-0.29,1345114.0,45395178.3
268,268,20211124,33.9,34.15,33.75,33.9,33.9,0.0,0.0,1323010.0,44846486.75
269,269,20211123,34.15,34.15,33.75,33.9,34.15,-0.25,-0.73,2052168.0,69594004.05
270,270,20211122,33.5,34.2,33.4,34.15,33.75,0.4,1.19,1669558.0,56701192.85
271,271,20211119,33.45,33.8,33.2,33.75,33.6,0.15,0.45,1290582.0,43335032.25
272,272,20211118,33.6,33.8,33.15,33.6,33.6,0.0,0.0,1558375.0,52219518.0
273,273,20211117,33.25,33.8,33.25,33.6,33.5,0.1,0.3,1459798.0,48896487.95
274,274,20211116,33.2,33.95,33.2,33.5,33.45,0.05,0.15,812396.0,27312380.15
275,275,20211115,33.55,33.6,33.1,33.45,33.55,-0.1,-0.3,927122.0,30903974.7
276,276,20211112,34.0,34.15,33.45,33.55,33.9,-0.35,-1.03,950298.0,32000966.25
277,277,20211111,33.1,34.3,33.1,33.9,33.5,0.4,1.19,2573764.0,87398838.85
278,278,20211110,33.6,33.8,32.9,33.5,33.35,0.15,0.45,2804663.0,93712185.1
279,279,20211109,33.6,33.6,33.0,33.35,33.3,0.05,0.15,1402631.0,46634064.85
280,280,20211108,32.8,33.65,32.3,33.3,32.8,0.5,1.52,3496430.0,116562411.45
281,281,20211105,32.05,32.9,31.7,32.8,31.85,0.95,2.98,4465808.0,145410788.39
282,282,20211104,32.8,32.9,31.4,31.85,32.8,-0.95,-2.9,4295869.0,136864949.2
283,283,20211103,32.45,32.8,32.45,32.8,32.4,0.4,1.23,1452638.0,47473566.11
