,date,open,high,low,close,volume,tic,day,change
0,1999-05-04,76.0,77.25,70.0,52.85144805908203,22320900.0,GS,1,
1,1999-05-05,69.875,69.875,66.25,51.91267013549805,7565700.0,GS,2,-0.017762577148965453
2,1999-05-06,68.0,69.375,67.0625,51.02090072631836,2905700.0,GS,3,-0.017178261238577575
3,1999-05-07,67.9375,74.875,66.75,55.66767883300781,4862300.0,GS,4,0.09107597162220382
4,1999-05-10,73.375,73.5,70.25,53.086151123046875,2589400.0,GS,0,-0.04637390608121128
5,1999-05-11,70.0,71.1875,69.5,53.0391960144043,1839800.0,GS,1,-0.0008845076851351497
6,1999-05-12,71.0,74.875,69.125,55.19830322265625,2659300.0,GS,2,0.04070776652922081
7,1999-05-13,73.25,75.25,72.5,54.96360778808594,1142900.0,GS,3,-0.004251859583864537
8,1999-05-14,71.25,72.25,69.0625,52.71062088012695,2058400.0,GS,4,-0.040990520794149
9,1999-05-17,69.125,70.25,68.0,51.537200927734375,2075000.0,GS,0,-0.022261546777472718
10,1999-05-18,68.25,70.4375,68.125,51.537200927734375,1407100.0,GS,1,0.0
11,1999-05-19,69.375,69.8125,68.75,52.053489685058594,727400.0,GS,2,0.010017788083760415
12,1999-05-20,69.5625,70.125,68.375,51.34944152832031,520800.0,GS,3,-0.01352547467994969
13,1999-05-21,68.125,68.8125,67.5,50.69231414794922,936200.0,GS,4,-0.012797167034595214
14,1999-05-24,67.0,67.25,65.0,49.049503326416016,1493000.0,GS,0,-0.03240749311105706
15,1999-05-25,64.125,65.9375,64.0,48.43932342529297,1662400.0,GS,1,-0.01244008317601919
16,1999-05-26,65.625,66.625,63.0625,49.61276626586914,1602900.0,GS,2,0.024225004760562996
17,1999-05-27,65.0,67.75,64.6875,50.880069732666016,1220500.0,GS,3,0.025543898520101527
18,1999-05-28,67.75,68.8125,67.0,51.02090072631836,901900.0,GS,4,0.002767900955959801
19,1999-06-01,66.625,66.625,63.5625,48.204647064208984,953900.0,GS,1,-0.055198038882458444
20,1999-06-02,63.75,64.0625,62.0,47.500587463378906,2204300.0,GS,2,-0.014605637499892188
